,animal,pair,strain,region,wavelength,value,experiment,movement,region_mvmt
0,0,0,HD233,pm3,470,5883.026773436932,2017_02_22-HD233_SAY47,0,AnteriorBulb
1,0,0,HD233,pm3,470,5883.026773436932,2017_02_22-HD233_SAY47,0,PosteriorBulb
2,0,0,HD233,pm3,470,5883.026773436932,2017_02_22-HD233_SAY47,0,SidesOfTip
3,0,0,HD233,pm3,470,5883.026773436932,2017_02_22-HD233_SAY47,1,Tip
4,1,0,HD233,pm3,470,5442.146660382292,2017_02_22-HD233_SAY47,0,AnteriorBulb
5,1,0,HD233,pm3,470,5442.146660382292,2017_02_22-HD233_SAY47,0,PosteriorBulb
6,1,0,HD233,pm3,470,5442.146660382292,2017_02_22-HD233_SAY47,0,SidesOfTip
7,1,0,HD233,pm3,470,5442.146660382292,2017_02_22-HD233_SAY47,0,Tip
8,2,0,HD233,pm3,470,6947.094032335617,2017_02_22-HD233_SAY47,0,AnteriorBulb
9,2,0,HD233,pm3,470,6947.094032335617,2017_02_22-HD233_SAY47,0,PosteriorBulb
10,2,0,HD233,pm3,470,6947.094032335617,2017_02_22-HD233_SAY47,0,SidesOfTip
11,2,0,HD233,pm3,470,6947.094032335617,2017_02_22-HD233_SAY47,0,Tip
12,3,0,HD233,pm3,470,6205.376278314706,2017_02_22-HD233_SAY47,0,AnteriorBulb
13,3,0,HD233,pm3,470,6205.376278314706,2017_02_22-HD233_SAY47,0,PosteriorBulb
14,3,0,HD233,pm3,470,6205.376278314706,2017_02_22-HD233_SAY47,0,SidesOfTip
15,3,0,HD233,pm3,470,6205.376278314706,2017_02_22-HD233_SAY47,0,Tip
16,4,0,HD233,pm3,470,6734.1024042314175,2017_02_22-HD233_SAY47,0,AnteriorBulb
17,4,0,HD233,pm3,470,6734.1024042314175,2017_02_22-HD233_SAY47,0,PosteriorBulb
18,4,0,HD233,pm3,470,6734.1024042314175,2017_02_22-HD233_SAY47,0,SidesOfTip
19,4,0,HD233,pm3,470,6734.1024042314175,2017_02_22-HD233_SAY47,0,Tip
20,5,0,HD233,pm3,470,5842.826215685915,2017_02_22-HD233_SAY47,0,AnteriorBulb
21,5,0,HD233,pm3,470,5842.826215685915,2017_02_22-HD233_SAY47,0,PosteriorBulb
22,5,0,HD233,pm3,470,5842.826215685915,2017_02_22-HD233_SAY47,0,SidesOfTip
23,5,0,HD233,pm3,470,5842.826215685915,2017_02_22-HD233_SAY47,0,Tip
24,6,0,HD233,pm3,470,6045.925101261056,2017_02_22-HD233_SAY47,0,AnteriorBulb
25,6,0,HD233,pm3,470,6045.925101261056,2017_02_22-HD233_SAY47,0,PosteriorBulb
26,6,0,HD233,pm3,470,6045.925101261056,2017_02_22-HD233_SAY47,0,SidesOfTip
27,6,0,HD233,pm3,470,6045.925101261056,2017_02_22-HD233_SAY47,0,Tip
28,7,0,HD233,pm3,470,6204.639472394416,2017_02_22-HD233_SAY47,0,AnteriorBulb
29,7,0,HD233,pm3,470,6204.639472394416,2017_02_22-HD233_SAY47,0,PosteriorBulb
30,7,0,HD233,pm3,470,6204.639472394416,2017_02_22-HD233_SAY47,0,SidesOfTip
31,7,0,HD233,pm3,470,6204.639472394416,2017_02_22-HD233_SAY47,0,Tip
32,8,0,HD233,pm3,470,7079.361606882547,2017_02_22-HD233_SAY47,0,AnteriorBulb
33,8,0,HD233,pm3,470,7079.361606882547,2017_02_22-HD233_SAY47,0,PosteriorBulb
34,8,0,HD233,pm3,470,7079.361606882547,2017_02_22-HD233_SAY47,0,SidesOfTip
35,8,0,HD233,pm3,470,7079.361606882547,2017_02_22-HD233_SAY47,0,Tip
36,9,0,HD233,pm3,470,7979.911467298977,2017_02_22-HD233_SAY47,0,AnteriorBulb
37,9,0,HD233,pm3,470,7979.911467298977,2017_02_22-HD233_SAY47,0,PosteriorBulb
38,9,0,HD233,pm3,470,7979.911467298977,2017_02_22-HD233_SAY47,0,SidesOfTip
39,9,0,HD233,pm3,470,7979.911467298977,2017_02_22-HD233_SAY47,0,Tip
40,10,0,HD233,pm3,470,6721.191409008678,2017_02_22-HD233_SAY47,0,AnteriorBulb
41,10,0,HD233,pm3,470,6721.191409008678,2017_02_22-HD233_SAY47,0,PosteriorBulb
42,10,0,HD233,pm3,470,6721.191409008678,2017_02_22-HD233_SAY47,0,SidesOfTip
43,10,0,HD233,pm3,470,6721.191409008678,2017_02_22-HD233_SAY47,0,Tip
44,11,0,HD233,pm3,470,6564.366858521006,2017_02_22-HD233_SAY47,0,AnteriorBulb
45,11,0,HD233,pm3,470,6564.366858521006,2017_02_22-HD233_SAY47,0,PosteriorBulb
46,11,0,HD233,pm3,470,6564.366858521006,2017_02_22-HD233_SAY47,0,SidesOfTip
47,11,0,HD233,pm3,470,6564.366858521006,2017_02_22-HD233_SAY47,0,Tip
48,12,0,HD233,pm3,470,5265.327295712979,2017_02_22-HD233_SAY47,2,AnteriorBulb
49,12,0,HD233,pm3,470,5265.327295712979,2017_02_22-HD233_SAY47,0,PosteriorBulb
50,12,0,HD233,pm3,470,5265.327295712979,2017_02_22-HD233_SAY47,2,SidesOfTip
51,12,0,HD233,pm3,470,5265.327295712979,2017_02_22-HD233_SAY47,0,Tip
52,13,0,HD233,pm3,470,6545.801277039355,2017_02_22-HD233_SAY47,0,AnteriorBulb
53,13,0,HD233,pm3,470,6545.801277039355,2017_02_22-HD233_SAY47,0,PosteriorBulb
54,13,0,HD233,pm3,470,6545.801277039355,2017_02_22-HD233_SAY47,0,SidesOfTip
55,13,0,HD233,pm3,470,6545.801277039355,2017_02_22-HD233_SAY47,0,Tip
56,14,0,HD233,pm3,470,5226.806336714762,2017_02_22-HD233_SAY47,0,AnteriorBulb
57,14,0,HD233,pm3,470,5226.806336714762,2017_02_22-HD233_SAY47,0,PosteriorBulb
58,14,0,HD233,pm3,470,5226.806336714762,2017_02_22-HD233_SAY47,0,SidesOfTip
59,14,0,HD233,pm3,470,5226.806336714762,2017_02_22-HD233_SAY47,0,Tip
60,15,0,HD233,pm3,470,7108.311542504575,2017_02_22-HD233_SAY47,0,AnteriorBulb
61,15,0,HD233,pm3,470,7108.311542504575,2017_02_22-HD233_SAY47,0,PosteriorBulb
62,15,0,HD233,pm3,470,7108.311542504575,2017_02_22-HD233_SAY47,0,SidesOfTip
63,15,0,HD233,pm3,470,7108.311542504575,2017_02_22-HD233_SAY47,0,Tip
64,16,0,HD233,pm3,470,6252.564243852046,2017_02_22-HD233_SAY47,0,AnteriorBulb
65,16,0,HD233,pm3,470,6252.564243852046,2017_02_22-HD233_SAY47,0,PosteriorBulb
66,16,0,HD233,pm3,470,6252.564243852046,2017_02_22-HD233_SAY47,0,SidesOfTip
67,16,0,HD233,pm3,470,6252.564243852046,2017_02_22-HD233_SAY47,0,Tip
68,17,0,HD233,pm3,470,5688.7279700897725,2017_02_22-HD233_SAY47,0,AnteriorBulb
69,17,0,HD233,pm3,470,5688.7279700897725,2017_02_22-HD233_SAY47,3,PosteriorBulb
70,17,0,HD233,pm3,470,5688.7279700897725,2017_02_22-HD233_SAY47,0,SidesOfTip
71,17,0,HD233,pm3,470,5688.7279700897725,2017_02_22-HD233_SAY47,0,Tip
72,18,0,HD233,pm3,470,5826.342914184012,2017_02_22-HD233_SAY47,3,AnteriorBulb
73,18,0,HD233,pm3,470,5826.342914184012,2017_02_22-HD233_SAY47,1,PosteriorBulb
74,18,0,HD233,pm3,470,5826.342914184012,2017_02_22-HD233_SAY47,2,SidesOfTip
75,18,0,HD233,pm3,470,5826.342914184012,2017_02_22-HD233_SAY47,0,Tip
76,19,0,HD233,pm3,470,4627.293780260467,2017_02_22-HD233_SAY47,0,AnteriorBulb
77,19,0,HD233,pm3,470,4627.293780260467,2017_02_22-HD233_SAY47,0,PosteriorBulb
78,19,0,HD233,pm3,470,4627.293780260467,2017_02_22-HD233_SAY47,0,SidesOfTip
79,19,0,HD233,pm3,470,4627.293780260467,2017_02_22-HD233_SAY47,0,Tip
80,20,0,HD233,pm3,470,5873.5232248537195,2017_02_22-HD233_SAY47,0,AnteriorBulb
81,20,0,HD233,pm3,470,5873.5232248537195,2017_02_22-HD233_SAY47,0,PosteriorBulb
82,20,0,HD233,pm3,470,5873.5232248537195,2017_02_22-HD233_SAY47,0,SidesOfTip
83,20,0,HD233,pm3,470,5873.5232248537195,2017_02_22-HD233_SAY47,0,Tip
84,21,0,HD233,pm3,470,6440.350361840844,2017_02_22-HD233_SAY47,0,AnteriorBulb
85,21,0,HD233,pm3,470,6440.350361840844,2017_02_22-HD233_SAY47,0,PosteriorBulb
86,21,0,HD233,pm3,470,6440.350361840844,2017_02_22-HD233_SAY47,0,SidesOfTip
87,21,0,HD233,pm3,470,6440.350361840844,2017_02_22-HD233_SAY47,0,Tip
88,22,0,HD233,pm3,470,5779.438239409983,2017_02_22-HD233_SAY47,0,AnteriorBulb
89,22,0,HD233,pm3,470,5779.438239409983,2017_02_22-HD233_SAY47,0,PosteriorBulb
90,22,0,HD233,pm3,470,5779.438239409983,2017_02_22-HD233_SAY47,0,SidesOfTip
91,22,0,HD233,pm3,470,5779.438239409983,2017_02_22-HD233_SAY47,0,Tip
92,23,0,HD233,pm3,470,5942.851004534299,2017_02_22-HD233_SAY47,0,AnteriorBulb
93,23,0,HD233,pm3,470,5942.851004534299,2017_02_22-HD233_SAY47,0,PosteriorBulb
94,23,0,HD233,pm3,470,5942.851004534299,2017_02_22-HD233_SAY47,0,SidesOfTip
95,23,0,HD233,pm3,470,5942.851004534299,2017_02_22-HD233_SAY47,0,Tip
96,24,0,HD233,pm3,470,5850.149093640362,2017_02_22-HD233_SAY47,0,AnteriorBulb
97,24,0,HD233,pm3,470,5850.149093640362,2017_02_22-HD233_SAY47,0,PosteriorBulb
98,24,0,HD233,pm3,470,5850.149093640362,2017_02_22-HD233_SAY47,0,SidesOfTip
99,24,0,HD233,pm3,470,5850.149093640362,2017_02_22-HD233_SAY47,0,Tip
100,25,0,HD233,pm3,470,6737.878126598314,2017_02_22-HD233_SAY47,0,AnteriorBulb
101,25,0,HD233,pm3,470,6737.878126598314,2017_02_22-HD233_SAY47,0,PosteriorBulb
102,25,0,HD233,pm3,470,6737.878126598314,2017_02_22-HD233_SAY47,0,SidesOfTip
103,25,0,HD233,pm3,470,6737.878126598314,2017_02_22-HD233_SAY47,0,Tip
104,26,0,HD233,pm3,470,5898.712697368299,2017_02_22-HD233_SAY47,0,AnteriorBulb
105,26,0,HD233,pm3,470,5898.712697368299,2017_02_22-HD233_SAY47,0,PosteriorBulb
106,26,0,HD233,pm3,470,5898.712697368299,2017_02_22-HD233_SAY47,0,SidesOfTip
107,26,0,HD233,pm3,470,5898.712697368299,2017_02_22-HD233_SAY47,0,Tip
108,27,0,HD233,pm3,470,4624.1550248781905,2017_02_22-HD233_SAY47,0,AnteriorBulb
109,27,0,HD233,pm3,470,4624.1550248781905,2017_02_22-HD233_SAY47,0,PosteriorBulb
110,27,0,HD233,pm3,470,4624.1550248781905,2017_02_22-HD233_SAY47,0,SidesOfTip
111,27,0,HD233,pm3,470,4624.1550248781905,2017_02_22-HD233_SAY47,0,Tip
112,28,0,HD233,pm3,470,6114.95854415853,2017_02_22-HD233_SAY47,0,AnteriorBulb
113,28,0,HD233,pm3,470,6114.95854415853,2017_02_22-HD233_SAY47,0,PosteriorBulb
114,28,0,HD233,pm3,470,6114.95854415853,2017_02_22-HD233_SAY47,0,SidesOfTip
115,28,0,HD233,pm3,470,6114.95854415853,2017_02_22-HD233_SAY47,0,Tip
116,29,0,HD233,pm3,470,5972.378843673109,2017_02_22-HD233_SAY47,0,AnteriorBulb
117,29,0,HD233,pm3,470,5972.378843673109,2017_02_22-HD233_SAY47,0,PosteriorBulb
118,29,0,HD233,pm3,470,5972.378843673109,2017_02_22-HD233_SAY47,0,SidesOfTip
119,29,0,HD233,pm3,470,5972.378843673109,2017_02_22-HD233_SAY47,0,Tip
120,30,0,HD233,pm3,470,6236.808356768717,2017_02_22-HD233_SAY47,0,AnteriorBulb
121,30,0,HD233,pm3,470,6236.808356768717,2017_02_22-HD233_SAY47,0,PosteriorBulb
122,30,0,HD233,pm3,470,6236.808356768717,2017_02_22-HD233_SAY47,0,SidesOfTip
123,30,0,HD233,pm3,470,6236.808356768717,2017_02_22-HD233_SAY47,0,Tip
124,31,0,HD233,pm3,470,5368.612250116869,2017_02_22-HD233_SAY47,0,AnteriorBulb
125,31,0,HD233,pm3,470,5368.612250116869,2017_02_22-HD233_SAY47,3,PosteriorBulb
126,31,0,HD233,pm3,470,5368.612250116869,2017_02_22-HD233_SAY47,0,SidesOfTip
127,31,0,HD233,pm3,470,5368.612250116869,2017_02_22-HD233_SAY47,0,Tip
128,32,0,HD233,pm3,470,5313.857735471571,2017_02_22-HD233_SAY47,0,AnteriorBulb
129,32,0,HD233,pm3,470,5313.857735471571,2017_02_22-HD233_SAY47,0,PosteriorBulb
130,32,0,HD233,pm3,470,5313.857735471571,2017_02_22-HD233_SAY47,0,SidesOfTip
131,32,0,HD233,pm3,470,5313.857735471571,2017_02_22-HD233_SAY47,0,Tip
132,33,0,HD233,pm3,470,5819.3931757199125,2017_02_22-HD233_SAY47,0,AnteriorBulb
133,33,0,HD233,pm3,470,5819.3931757199125,2017_02_22-HD233_SAY47,0,PosteriorBulb
134,33,0,HD233,pm3,470,5819.3931757199125,2017_02_22-HD233_SAY47,0,SidesOfTip
135,33,0,HD233,pm3,470,5819.3931757199125,2017_02_22-HD233_SAY47,0,Tip
136,34,0,HD233,pm3,470,6337.875450575411,2017_02_22-HD233_SAY47,0,AnteriorBulb
137,34,0,HD233,pm3,470,6337.875450575411,2017_02_22-HD233_SAY47,0,PosteriorBulb
138,34,0,HD233,pm3,470,6337.875450575411,2017_02_22-HD233_SAY47,0,SidesOfTip
139,34,0,HD233,pm3,470,6337.875450575411,2017_02_22-HD233_SAY47,0,Tip
140,35,0,HD233,pm3,470,5877.978102023336,2017_02_22-HD233_SAY47,0,AnteriorBulb
141,35,0,HD233,pm3,470,5877.978102023336,2017_02_22-HD233_SAY47,0,PosteriorBulb
142,35,0,HD233,pm3,470,5877.978102023336,2017_02_22-HD233_SAY47,0,SidesOfTip
143,35,0,HD233,pm3,470,5877.978102023336,2017_02_22-HD233_SAY47,0,Tip
144,36,0,HD233,pm3,470,5868.313575489029,2017_02_22-HD233_SAY47,0,AnteriorBulb
145,36,0,HD233,pm3,470,5868.313575489029,2017_02_22-HD233_SAY47,0,PosteriorBulb
146,36,0,HD233,pm3,470,5868.313575489029,2017_02_22-HD233_SAY47,0,SidesOfTip
147,36,0,HD233,pm3,470,5868.313575489029,2017_02_22-HD233_SAY47,0,Tip
148,37,0,HD233,pm3,470,5888.469396273938,2017_02_22-HD233_SAY47,0,AnteriorBulb
149,37,0,HD233,pm3,470,5888.469396273938,2017_02_22-HD233_SAY47,0,PosteriorBulb
150,37,0,HD233,pm3,470,5888.469396273938,2017_02_22-HD233_SAY47,0,SidesOfTip
151,37,0,HD233,pm3,470,5888.469396273938,2017_02_22-HD233_SAY47,0,Tip
152,38,0,HD233,pm3,470,7888.599713336999,2017_02_22-HD233_SAY47,0,AnteriorBulb
153,38,0,HD233,pm3,470,7888.599713336999,2017_02_22-HD233_SAY47,0,PosteriorBulb
154,38,0,HD233,pm3,470,7888.599713336999,2017_02_22-HD233_SAY47,0,SidesOfTip
155,38,0,HD233,pm3,470,7888.599713336999,2017_02_22-HD233_SAY47,0,Tip
156,39,0,HD233,pm3,470,5332.14503759346,2017_02_22-HD233_SAY47,0,AnteriorBulb
157,39,0,HD233,pm3,470,5332.14503759346,2017_02_22-HD233_SAY47,0,PosteriorBulb
158,39,0,HD233,pm3,470,5332.14503759346,2017_02_22-HD233_SAY47,0,SidesOfTip
159,39,0,HD233,pm3,470,5332.14503759346,2017_02_22-HD233_SAY47,0,Tip
160,40,0,HD233,pm3,470,5747.1648464994405,2017_02_22-HD233_SAY47,0,AnteriorBulb
161,40,0,HD233,pm3,470,5747.1648464994405,2017_02_22-HD233_SAY47,0,PosteriorBulb
162,40,0,HD233,pm3,470,5747.1648464994405,2017_02_22-HD233_SAY47,0,SidesOfTip
163,40,0,HD233,pm3,470,5747.1648464994405,2017_02_22-HD233_SAY47,0,Tip
164,41,0,HD233,pm3,470,5141.040251771364,2017_02_22-HD233_SAY47,0,AnteriorBulb
165,41,0,HD233,pm3,470,5141.040251771364,2017_02_22-HD233_SAY47,0,PosteriorBulb
166,41,0,HD233,pm3,470,5141.040251771364,2017_02_22-HD233_SAY47,0,SidesOfTip
167,41,0,HD233,pm3,470,5141.040251771364,2017_02_22-HD233_SAY47,0,Tip
168,42,0,HD233,pm3,470,5440.16975841038,2017_02_22-HD233_SAY47,0,AnteriorBulb
169,42,0,HD233,pm3,470,5440.16975841038,2017_02_22-HD233_SAY47,0,PosteriorBulb
170,42,0,HD233,pm3,470,5440.16975841038,2017_02_22-HD233_SAY47,0,SidesOfTip
171,42,0,HD233,pm3,470,5440.16975841038,2017_02_22-HD233_SAY47,0,Tip
172,43,0,HD233,pm3,470,5254.563578683109,2017_02_22-HD233_SAY47,0,AnteriorBulb
173,43,0,HD233,pm3,470,5254.563578683109,2017_02_22-HD233_SAY47,0,PosteriorBulb
174,43,0,HD233,pm3,470,5254.563578683109,2017_02_22-HD233_SAY47,0,SidesOfTip
175,43,0,HD233,pm3,470,5254.563578683109,2017_02_22-HD233_SAY47,0,Tip
176,44,0,HD233,pm3,470,6270.538369111916,2017_02_22-HD233_SAY47,0,AnteriorBulb
177,44,0,HD233,pm3,470,6270.538369111916,2017_02_22-HD233_SAY47,0,PosteriorBulb
178,44,0,HD233,pm3,470,6270.538369111916,2017_02_22-HD233_SAY47,0,SidesOfTip
179,44,0,HD233,pm3,470,6270.538369111916,2017_02_22-HD233_SAY47,0,Tip
180,45,0,HD233,pm3,470,5673.828887479205,2017_02_22-HD233_SAY47,0,AnteriorBulb
181,45,0,HD233,pm3,470,5673.828887479205,2017_02_22-HD233_SAY47,0,PosteriorBulb
182,45,0,HD233,pm3,470,5673.828887479205,2017_02_22-HD233_SAY47,0,SidesOfTip
183,45,0,HD233,pm3,470,5673.828887479205,2017_02_22-HD233_SAY47,0,Tip
184,46,0,HD233,pm3,470,5353.745876429444,2017_02_22-HD233_SAY47,0,AnteriorBulb
185,46,0,HD233,pm3,470,5353.745876429444,2017_02_22-HD233_SAY47,0,PosteriorBulb
186,46,0,HD233,pm3,470,5353.745876429444,2017_02_22-HD233_SAY47,0,SidesOfTip
187,46,0,HD233,pm3,470,5353.745876429444,2017_02_22-HD233_SAY47,0,Tip
188,47,0,HD233,pm3,470,6439.508962676511,2017_02_22-HD233_SAY47,0,AnteriorBulb
189,47,0,HD233,pm3,470,6439.508962676511,2017_02_22-HD233_SAY47,0,PosteriorBulb
190,47,0,HD233,pm3,470,6439.508962676511,2017_02_22-HD233_SAY47,0,SidesOfTip
191,47,0,HD233,pm3,470,6439.508962676511,2017_02_22-HD233_SAY47,0,Tip
192,48,0,HD233,pm3,470,5432.318141306508,2017_02_22-HD233_SAY47,0,AnteriorBulb
193,48,0,HD233,pm3,470,5432.318141306508,2017_02_22-HD233_SAY47,0,PosteriorBulb
194,48,0,HD233,pm3,470,5432.318141306508,2017_02_22-HD233_SAY47,0,SidesOfTip
195,48,0,HD233,pm3,470,5432.318141306508,2017_02_22-HD233_SAY47,0,Tip
196,49,0,HD233,pm3,470,6580.885759200366,2017_02_22-HD233_SAY47,0,AnteriorBulb
197,49,0,HD233,pm3,470,6580.885759200366,2017_02_22-HD233_SAY47,0,PosteriorBulb
198,49,0,HD233,pm3,470,6580.885759200366,2017_02_22-HD233_SAY47,0,SidesOfTip
199,49,0,HD233,pm3,470,6580.885759200366,2017_02_22-HD233_SAY47,0,Tip
200,50,0,HD233,pm3,470,6954.365510563726,2017_02_22-HD233_SAY47,0,AnteriorBulb
201,50,0,HD233,pm3,470,6954.365510563726,2017_02_22-HD233_SAY47,0,PosteriorBulb
202,50,0,HD233,pm3,470,6954.365510563726,2017_02_22-HD233_SAY47,0,SidesOfTip
203,50,0,HD233,pm3,470,6954.365510563726,2017_02_22-HD233_SAY47,0,Tip
204,51,0,HD233,pm3,470,5900.323786233565,2017_02_22-HD233_SAY47,0,AnteriorBulb
205,51,0,HD233,pm3,470,5900.323786233565,2017_02_22-HD233_SAY47,0,PosteriorBulb
206,51,0,HD233,pm3,470,5900.323786233565,2017_02_22-HD233_SAY47,0,SidesOfTip
207,51,0,HD233,pm3,470,5900.323786233565,2017_02_22-HD233_SAY47,0,Tip
208,52,0,HD233,pm3,470,5752.041321016888,2017_02_22-HD233_SAY47,0,AnteriorBulb
209,52,0,HD233,pm3,470,5752.041321016888,2017_02_22-HD233_SAY47,0,PosteriorBulb
210,52,0,HD233,pm3,470,5752.041321016888,2017_02_22-HD233_SAY47,0,SidesOfTip
211,52,0,HD233,pm3,470,5752.041321016888,2017_02_22-HD233_SAY47,0,Tip
212,53,0,HD233,pm3,470,5482.568947952406,2017_02_22-HD233_SAY47,0,AnteriorBulb
213,53,0,HD233,pm3,470,5482.568947952406,2017_02_22-HD233_SAY47,0,PosteriorBulb
214,53,0,HD233,pm3,470,5482.568947952406,2017_02_22-HD233_SAY47,0,SidesOfTip
215,53,0,HD233,pm3,470,5482.568947952406,2017_02_22-HD233_SAY47,0,Tip
216,54,0,HD233,pm3,470,5363.885032216624,2017_02_22-HD233_SAY47,0,AnteriorBulb
217,54,0,HD233,pm3,470,5363.885032216624,2017_02_22-HD233_SAY47,0,PosteriorBulb
218,54,0,HD233,pm3,470,5363.885032216624,2017_02_22-HD233_SAY47,0,SidesOfTip
219,54,0,HD233,pm3,470,5363.885032216624,2017_02_22-HD233_SAY47,0,Tip
220,55,0,HD233,pm3,470,5008.393693481047,2017_02_22-HD233_SAY47,0,AnteriorBulb
221,55,0,HD233,pm3,470,5008.393693481047,2017_02_22-HD233_SAY47,0,PosteriorBulb
222,55,0,HD233,pm3,470,5008.393693481047,2017_02_22-HD233_SAY47,0,SidesOfTip
223,55,0,HD233,pm3,470,5008.393693481047,2017_02_22-HD233_SAY47,0,Tip
224,56,0,HD233,pm3,470,4895.50499356478,2017_02_22-HD233_SAY47,0,AnteriorBulb
225,56,0,HD233,pm3,470,4895.50499356478,2017_02_22-HD233_SAY47,0,PosteriorBulb
226,56,0,HD233,pm3,470,4895.50499356478,2017_02_22-HD233_SAY47,0,SidesOfTip
227,56,0,HD233,pm3,470,4895.50499356478,2017_02_22-HD233_SAY47,0,Tip
228,57,0,HD233,pm3,470,6311.584896563264,2017_02_22-HD233_SAY47,0,AnteriorBulb
229,57,0,HD233,pm3,470,6311.584896563264,2017_02_22-HD233_SAY47,0,PosteriorBulb
230,57,0,HD233,pm3,470,6311.584896563264,2017_02_22-HD233_SAY47,0,SidesOfTip
231,57,0,HD233,pm3,470,6311.584896563264,2017_02_22-HD233_SAY47,0,Tip
232,58,0,HD233,pm3,470,6712.990820410584,2017_02_22-HD233_SAY47,0,AnteriorBulb
233,58,0,HD233,pm3,470,6712.990820410584,2017_02_22-HD233_SAY47,0,PosteriorBulb
234,58,0,HD233,pm3,470,6712.990820410584,2017_02_22-HD233_SAY47,0,SidesOfTip
235,58,0,HD233,pm3,470,6712.990820410584,2017_02_22-HD233_SAY47,0,Tip
236,59,0,HD233,pm3,470,6834.285121587365,2017_02_22-HD233_SAY47,0,AnteriorBulb
237,59,0,HD233,pm3,470,6834.285121587365,2017_02_22-HD233_SAY47,0,PosteriorBulb
238,59,0,HD233,pm3,470,6834.285121587365,2017_02_22-HD233_SAY47,0,SidesOfTip
239,59,0,HD233,pm3,470,6834.285121587365,2017_02_22-HD233_SAY47,0,Tip
240,60,0,SAY47,pm3,470,6937.242800596461,2017_02_22-HD233_SAY47,0,AnteriorBulb
241,60,0,SAY47,pm3,470,6937.242800596461,2017_02_22-HD233_SAY47,0,PosteriorBulb
242,60,0,SAY47,pm3,470,6937.242800596461,2017_02_22-HD233_SAY47,0,SidesOfTip
243,60,0,SAY47,pm3,470,6937.242800596461,2017_02_22-HD233_SAY47,0,Tip
244,61,0,SAY47,pm3,470,5743.859898968275,2017_02_22-HD233_SAY47,0,AnteriorBulb
245,61,0,SAY47,pm3,470,5743.859898968275,2017_02_22-HD233_SAY47,0,PosteriorBulb
246,61,0,SAY47,pm3,470,5743.859898968275,2017_02_22-HD233_SAY47,0,SidesOfTip
247,61,0,SAY47,pm3,470,5743.859898968275,2017_02_22-HD233_SAY47,0,Tip
248,62,0,SAY47,pm3,470,5817.111262750141,2017_02_22-HD233_SAY47,0,AnteriorBulb
249,62,0,SAY47,pm3,470,5817.111262750141,2017_02_22-HD233_SAY47,0,PosteriorBulb
250,62,0,SAY47,pm3,470,5817.111262750141,2017_02_22-HD233_SAY47,0,SidesOfTip
251,62,0,SAY47,pm3,470,5817.111262750141,2017_02_22-HD233_SAY47,0,Tip
252,63,0,SAY47,pm3,470,5341.111358700665,2017_02_22-HD233_SAY47,0,AnteriorBulb
253,63,0,SAY47,pm3,470,5341.111358700665,2017_02_22-HD233_SAY47,0,PosteriorBulb
254,63,0,SAY47,pm3,470,5341.111358700665,2017_02_22-HD233_SAY47,0,SidesOfTip
255,63,0,SAY47,pm3,470,5341.111358700665,2017_02_22-HD233_SAY47,0,Tip
256,64,0,SAY47,pm3,470,4789.066927204365,2017_02_22-HD233_SAY47,0,AnteriorBulb
257,64,0,SAY47,pm3,470,4789.066927204365,2017_02_22-HD233_SAY47,0,PosteriorBulb
258,64,0,SAY47,pm3,470,4789.066927204365,2017_02_22-HD233_SAY47,0,SidesOfTip
259,64,0,SAY47,pm3,470,4789.066927204365,2017_02_22-HD233_SAY47,0,Tip
260,65,0,SAY47,pm3,470,4749.955667426943,2017_02_22-HD233_SAY47,0,AnteriorBulb
261,65,0,SAY47,pm3,470,4749.955667426943,2017_02_22-HD233_SAY47,0,PosteriorBulb
262,65,0,SAY47,pm3,470,4749.955667426943,2017_02_22-HD233_SAY47,0,SidesOfTip
263,65,0,SAY47,pm3,470,4749.955667426943,2017_02_22-HD233_SAY47,0,Tip
264,66,0,SAY47,pm3,470,4459.174865359975,2017_02_22-HD233_SAY47,0,AnteriorBulb
265,66,0,SAY47,pm3,470,4459.174865359975,2017_02_22-HD233_SAY47,0,PosteriorBulb
266,66,0,SAY47,pm3,470,4459.174865359975,2017_02_22-HD233_SAY47,0,SidesOfTip
267,66,0,SAY47,pm3,470,4459.174865359975,2017_02_22-HD233_SAY47,0,Tip
268,67,0,SAY47,pm3,470,5919.055267425543,2017_02_22-HD233_SAY47,0,AnteriorBulb
269,67,0,SAY47,pm3,470,5919.055267425543,2017_02_22-HD233_SAY47,0,PosteriorBulb
270,67,0,SAY47,pm3,470,5919.055267425543,2017_02_22-HD233_SAY47,0,SidesOfTip
271,67,0,SAY47,pm3,470,5919.055267425543,2017_02_22-HD233_SAY47,0,Tip
272,68,0,SAY47,pm3,470,4417.936781687568,2017_02_22-HD233_SAY47,0,AnteriorBulb
273,68,0,SAY47,pm3,470,4417.936781687568,2017_02_22-HD233_SAY47,0,PosteriorBulb
274,68,0,SAY47,pm3,470,4417.936781687568,2017_02_22-HD233_SAY47,0,SidesOfTip
275,68,0,SAY47,pm3,470,4417.936781687568,2017_02_22-HD233_SAY47,0,Tip
276,69,0,SAY47,pm3,470,5125.07251810829,2017_02_22-HD233_SAY47,0,AnteriorBulb
277,69,0,SAY47,pm3,470,5125.07251810829,2017_02_22-HD233_SAY47,0,PosteriorBulb
278,69,0,SAY47,pm3,470,5125.07251810829,2017_02_22-HD233_SAY47,0,SidesOfTip
279,69,0,SAY47,pm3,470,5125.07251810829,2017_02_22-HD233_SAY47,0,Tip
