,animal,pair,strain,region,wavelength,value,experiment,movement,region_mvmt
8711,86,1,SAY47,pm4,oxd,0.4429419091719942,2017_02_22-HD233_SAY47,0,Tip
8712,87,1,SAY47,pm4,oxd,0.41684825788387947,2017_02_22-HD233_SAY47,0,AnteriorBulb
8713,87,1,SAY47,pm4,oxd,0.41684825788387947,2017_02_22-HD233_SAY47,0,PosteriorBulb
8714,87,1,SAY47,pm4,oxd,0.41684825788387947,2017_02_22-HD233_SAY47,0,SidesOfTip
8715,87,1,SAY47,pm4,oxd,0.41684825788387947,2017_02_22-HD233_SAY47,0,Tip
8716,88,1,SAY47,pm4,oxd,0.4240680752647134,2017_02_22-HD233_SAY47,0,AnteriorBulb
8717,88,1,SAY47,pm4,oxd,0.4240680752647134,2017_02_22-HD233_SAY47,0,PosteriorBulb
8718,88,1,SAY47,pm4,oxd,0.4240680752647134,2017_02_22-HD233_SAY47,0,SidesOfTip
8719,88,1,SAY47,pm4,oxd,0.4240680752647134,2017_02_22-HD233_SAY47,0,Tip
8720,89,1,SAY47,pm4,oxd,0.3482108661213759,2017_02_22-HD233_SAY47,0,AnteriorBulb
8721,89,1,SAY47,pm4,oxd,0.3482108661213759,2017_02_22-HD233_SAY47,0,PosteriorBulb
8722,89,1,SAY47,pm4,oxd,0.3482108661213759,2017_02_22-HD233_SAY47,0,SidesOfTip
8723,89,1,SAY47,pm4,oxd,0.3482108661213759,2017_02_22-HD233_SAY47,0,Tip
8724,90,1,SAY47,pm4,oxd,0.4058930501343984,2017_02_22-HD233_SAY47,0,AnteriorBulb
8725,90,1,SAY47,pm4,oxd,0.4058930501343984,2017_02_22-HD233_SAY47,0,PosteriorBulb
8726,90,1,SAY47,pm4,oxd,0.4058930501343984,2017_02_22-HD233_SAY47,0,SidesOfTip
8727,90,1,SAY47,pm4,oxd,0.4058930501343984,2017_02_22-HD233_SAY47,0,Tip
8728,91,1,SAY47,pm4,oxd,0.3325515111107639,2017_02_22-HD233_SAY47,0,AnteriorBulb
8729,91,1,SAY47,pm4,oxd,0.3325515111107639,2017_02_22-HD233_SAY47,0,PosteriorBulb
8730,91,1,SAY47,pm4,oxd,0.3325515111107639,2017_02_22-HD233_SAY47,0,SidesOfTip
8731,91,1,SAY47,pm4,oxd,0.3325515111107639,2017_02_22-HD233_SAY47,0,Tip
8732,92,1,SAY47,pm4,oxd,0.3538928918460398,2017_02_22-HD233_SAY47,0,AnteriorBulb
8733,92,1,SAY47,pm4,oxd,0.3538928918460398,2017_02_22-HD233_SAY47,0,PosteriorBulb
8734,92,1,SAY47,pm4,oxd,0.3538928918460398,2017_02_22-HD233_SAY47,0,SidesOfTip
8735,92,1,SAY47,pm4,oxd,0.3538928918460398,2017_02_22-HD233_SAY47,0,Tip
8736,93,1,SAY47,pm4,oxd,0.3496128303077639,2017_02_22-HD233_SAY47,0,AnteriorBulb
8737,93,1,SAY47,pm4,oxd,0.3496128303077639,2017_02_22-HD233_SAY47,0,PosteriorBulb
8738,93,1,SAY47,pm4,oxd,0.3496128303077639,2017_02_22-HD233_SAY47,0,SidesOfTip
8739,93,1,SAY47,pm4,oxd,0.3496128303077639,2017_02_22-HD233_SAY47,0,Tip
8740,94,1,SAY47,pm4,oxd,0.42592041765451594,2017_02_22-HD233_SAY47,0,AnteriorBulb
8741,94,1,SAY47,pm4,oxd,0.42592041765451594,2017_02_22-HD233_SAY47,0,PosteriorBulb
8742,94,1,SAY47,pm4,oxd,0.42592041765451594,2017_02_22-HD233_SAY47,0,SidesOfTip
8743,94,1,SAY47,pm4,oxd,0.42592041765451594,2017_02_22-HD233_SAY47,0,Tip
8744,95,1,SAY47,pm4,oxd,0.3814744671485161,2017_02_22-HD233_SAY47,0,AnteriorBulb
8745,95,1,SAY47,pm4,oxd,0.3814744671485161,2017_02_22-HD233_SAY47,0,PosteriorBulb
8746,95,1,SAY47,pm4,oxd,0.3814744671485161,2017_02_22-HD233_SAY47,0,SidesOfTip
8747,95,1,SAY47,pm4,oxd,0.3814744671485161,2017_02_22-HD233_SAY47,0,Tip
8748,96,1,SAY47,pm4,oxd,0.3518855562798,2017_02_22-HD233_SAY47,0,AnteriorBulb
8749,96,1,SAY47,pm4,oxd,0.3518855562798,2017_02_22-HD233_SAY47,0,PosteriorBulb
8750,96,1,SAY47,pm4,oxd,0.3518855562798,2017_02_22-HD233_SAY47,0,SidesOfTip
8751,96,1,SAY47,pm4,oxd,0.3518855562798,2017_02_22-HD233_SAY47,0,Tip
8752,97,1,SAY47,pm4,oxd,0.3904856931742568,2017_02_22-HD233_SAY47,0,AnteriorBulb
8753,97,1,SAY47,pm4,oxd,0.3904856931742568,2017_02_22-HD233_SAY47,0,PosteriorBulb
8754,97,1,SAY47,pm4,oxd,0.3904856931742568,2017_02_22-HD233_SAY47,0,SidesOfTip
8755,97,1,SAY47,pm4,oxd,0.3904856931742568,2017_02_22-HD233_SAY47,0,Tip
8756,98,1,SAY47,pm4,oxd,0.316636179410508,2017_02_22-HD233_SAY47,0,AnteriorBulb
8757,98,1,SAY47,pm4,oxd,0.316636179410508,2017_02_22-HD233_SAY47,0,PosteriorBulb
8758,98,1,SAY47,pm4,oxd,0.316636179410508,2017_02_22-HD233_SAY47,0,SidesOfTip
8759,98,1,SAY47,pm4,oxd,0.316636179410508,2017_02_22-HD233_SAY47,0,Tip
8760,99,1,SAY47,pm4,oxd,0.3809299996535589,2017_02_22-HD233_SAY47,0,AnteriorBulb
8761,99,1,SAY47,pm4,oxd,0.3809299996535589,2017_02_22-HD233_SAY47,0,PosteriorBulb
8762,99,1,SAY47,pm4,oxd,0.3809299996535589,2017_02_22-HD233_SAY47,0,SidesOfTip
8763,99,1,SAY47,pm4,oxd,0.3809299996535589,2017_02_22-HD233_SAY47,0,Tip
8764,100,1,SAY47,pm4,oxd,0.28932235048462024,2017_02_22-HD233_SAY47,0,AnteriorBulb
8765,100,1,SAY47,pm4,oxd,0.28932235048462024,2017_02_22-HD233_SAY47,0,PosteriorBulb
8766,100,1,SAY47,pm4,oxd,0.28932235048462024,2017_02_22-HD233_SAY47,0,SidesOfTip
8767,100,1,SAY47,pm4,oxd,0.28932235048462024,2017_02_22-HD233_SAY47,0,Tip
8768,101,1,SAY47,pm4,oxd,0.3421497108421405,2017_02_22-HD233_SAY47,0,AnteriorBulb
8769,101,1,SAY47,pm4,oxd,0.3421497108421405,2017_02_22-HD233_SAY47,0,PosteriorBulb
8770,101,1,SAY47,pm4,oxd,0.3421497108421405,2017_02_22-HD233_SAY47,0,SidesOfTip
8771,101,1,SAY47,pm4,oxd,0.3421497108421405,2017_02_22-HD233_SAY47,0,Tip
8772,102,1,SAY47,pm4,oxd,0.3541301586995645,2017_02_22-HD233_SAY47,0,AnteriorBulb
8773,102,1,SAY47,pm4,oxd,0.3541301586995645,2017_02_22-HD233_SAY47,0,PosteriorBulb
8774,102,1,SAY47,pm4,oxd,0.3541301586995645,2017_02_22-HD233_SAY47,0,SidesOfTip
8775,102,1,SAY47,pm4,oxd,0.3541301586995645,2017_02_22-HD233_SAY47,0,Tip
8776,103,1,SAY47,pm4,oxd,0.3991105104193269,2017_02_22-HD233_SAY47,0,AnteriorBulb
8777,103,1,SAY47,pm4,oxd,0.3991105104193269,2017_02_22-HD233_SAY47,0,PosteriorBulb
8778,103,1,SAY47,pm4,oxd,0.3991105104193269,2017_02_22-HD233_SAY47,0,SidesOfTip
8779,103,1,SAY47,pm4,oxd,0.3991105104193269,2017_02_22-HD233_SAY47,0,Tip
8780,104,1,SAY47,pm4,oxd,0.35570944391541687,2017_02_22-HD233_SAY47,0,AnteriorBulb
8781,104,1,SAY47,pm4,oxd,0.35570944391541687,2017_02_22-HD233_SAY47,3,PosteriorBulb
8782,104,1,SAY47,pm4,oxd,0.35570944391541687,2017_02_22-HD233_SAY47,0,SidesOfTip
8783,104,1,SAY47,pm4,oxd,0.35570944391541687,2017_02_22-HD233_SAY47,1,Tip
8784,105,1,SAY47,pm4,oxd,0.30735964362488194,2017_02_22-HD233_SAY47,0,AnteriorBulb
8785,105,1,SAY47,pm4,oxd,0.30735964362488194,2017_02_22-HD233_SAY47,0,PosteriorBulb
8786,105,1,SAY47,pm4,oxd,0.30735964362488194,2017_02_22-HD233_SAY47,0,SidesOfTip
8787,105,1,SAY47,pm4,oxd,0.30735964362488194,2017_02_22-HD233_SAY47,0,Tip
8788,106,1,SAY47,pm4,oxd,0.32413505817925936,2017_02_22-HD233_SAY47,0,AnteriorBulb
8789,106,1,SAY47,pm4,oxd,0.32413505817925936,2017_02_22-HD233_SAY47,0,PosteriorBulb
8790,106,1,SAY47,pm4,oxd,0.32413505817925936,2017_02_22-HD233_SAY47,0,SidesOfTip
8791,106,1,SAY47,pm4,oxd,0.32413505817925936,2017_02_22-HD233_SAY47,0,Tip
8792,107,1,SAY47,pm4,oxd,0.35789118301215406,2017_02_22-HD233_SAY47,0,AnteriorBulb
8793,107,1,SAY47,pm4,oxd,0.35789118301215406,2017_02_22-HD233_SAY47,0,PosteriorBulb
8794,107,1,SAY47,pm4,oxd,0.35789118301215406,2017_02_22-HD233_SAY47,0,SidesOfTip
8795,107,1,SAY47,pm4,oxd,0.35789118301215406,2017_02_22-HD233_SAY47,0,Tip
8796,108,1,SAY47,pm4,oxd,0.3800467521856387,2017_02_22-HD233_SAY47,0,AnteriorBulb
8797,108,1,SAY47,pm4,oxd,0.3800467521856387,2017_02_22-HD233_SAY47,0,PosteriorBulb
8798,108,1,SAY47,pm4,oxd,0.3800467521856387,2017_02_22-HD233_SAY47,0,SidesOfTip
8799,108,1,SAY47,pm4,oxd,0.3800467521856387,2017_02_22-HD233_SAY47,0,Tip
8800,109,1,SAY47,pm4,oxd,0.33168511914216936,2017_02_22-HD233_SAY47,0,AnteriorBulb
8801,109,1,SAY47,pm4,oxd,0.33168511914216936,2017_02_22-HD233_SAY47,0,PosteriorBulb
8802,109,1,SAY47,pm4,oxd,0.33168511914216936,2017_02_22-HD233_SAY47,0,SidesOfTip
8803,109,1,SAY47,pm4,oxd,0.33168511914216936,2017_02_22-HD233_SAY47,0,Tip
8804,110,1,SAY47,pm4,oxd,0.3149942908579551,2017_02_22-HD233_SAY47,0,AnteriorBulb
8805,110,1,SAY47,pm4,oxd,0.3149942908579551,2017_02_22-HD233_SAY47,0,PosteriorBulb
8806,110,1,SAY47,pm4,oxd,0.3149942908579551,2017_02_22-HD233_SAY47,0,SidesOfTip
8807,110,1,SAY47,pm4,oxd,0.3149942908579551,2017_02_22-HD233_SAY47,0,Tip
8808,111,1,SAY47,pm4,oxd,0.3971974620455067,2017_02_22-HD233_SAY47,0,AnteriorBulb
8809,111,1,SAY47,pm4,oxd,0.3971974620455067,2017_02_22-HD233_SAY47,0,PosteriorBulb
8810,111,1,SAY47,pm4,oxd,0.3971974620455067,2017_02_22-HD233_SAY47,0,SidesOfTip
8811,111,1,SAY47,pm4,oxd,0.3971974620455067,2017_02_22-HD233_SAY47,0,Tip
8812,112,1,SAY47,pm4,oxd,0.3678327694778376,2017_02_22-HD233_SAY47,0,AnteriorBulb
8813,112,1,SAY47,pm4,oxd,0.3678327694778376,2017_02_22-HD233_SAY47,0,PosteriorBulb
8814,112,1,SAY47,pm4,oxd,0.3678327694778376,2017_02_22-HD233_SAY47,0,SidesOfTip
8815,112,1,SAY47,pm4,oxd,0.3678327694778376,2017_02_22-HD233_SAY47,0,Tip
8816,113,1,SAY47,pm4,oxd,0.3733645578443072,2017_02_22-HD233_SAY47,0,AnteriorBulb
8817,113,1,SAY47,pm4,oxd,0.3733645578443072,2017_02_22-HD233_SAY47,0,PosteriorBulb
8818,113,1,SAY47,pm4,oxd,0.3733645578443072,2017_02_22-HD233_SAY47,0,SidesOfTip
8819,113,1,SAY47,pm4,oxd,0.3733645578443072,2017_02_22-HD233_SAY47,0,Tip
8820,114,1,SAY47,pm4,oxd,0.36596366841557826,2017_02_22-HD233_SAY47,0,AnteriorBulb
8821,114,1,SAY47,pm4,oxd,0.36596366841557826,2017_02_22-HD233_SAY47,0,PosteriorBulb
8822,114,1,SAY47,pm4,oxd,0.36596366841557826,2017_02_22-HD233_SAY47,0,SidesOfTip
8823,114,1,SAY47,pm4,oxd,0.36596366841557826,2017_02_22-HD233_SAY47,0,Tip
8824,115,1,SAY47,pm4,oxd,0.271244436102778,2017_02_22-HD233_SAY47,0,AnteriorBulb
8825,115,1,SAY47,pm4,oxd,0.271244436102778,2017_02_22-HD233_SAY47,0,PosteriorBulb
8826,115,1,SAY47,pm4,oxd,0.271244436102778,2017_02_22-HD233_SAY47,0,SidesOfTip
8827,115,1,SAY47,pm4,oxd,0.271244436102778,2017_02_22-HD233_SAY47,0,Tip
8828,116,1,SAY47,pm4,oxd,0.3045026978426715,2017_02_22-HD233_SAY47,0,AnteriorBulb
8829,116,1,SAY47,pm4,oxd,0.3045026978426715,2017_02_22-HD233_SAY47,0,PosteriorBulb
8830,116,1,SAY47,pm4,oxd,0.3045026978426715,2017_02_22-HD233_SAY47,0,SidesOfTip
8831,116,1,SAY47,pm4,oxd,0.3045026978426715,2017_02_22-HD233_SAY47,0,Tip
8832,117,1,SAY47,pm4,oxd,0.3438604893894652,2017_02_22-HD233_SAY47,0,AnteriorBulb
8833,117,1,SAY47,pm4,oxd,0.3438604893894652,2017_02_22-HD233_SAY47,0,PosteriorBulb
8834,117,1,SAY47,pm4,oxd,0.3438604893894652,2017_02_22-HD233_SAY47,0,SidesOfTip
8835,117,1,SAY47,pm4,oxd,0.3438604893894652,2017_02_22-HD233_SAY47,0,Tip
8836,118,1,SAY47,pm4,oxd,0.32943182433156465,2017_02_22-HD233_SAY47,0,AnteriorBulb
8837,118,1,SAY47,pm4,oxd,0.32943182433156465,2017_02_22-HD233_SAY47,0,PosteriorBulb
8838,118,1,SAY47,pm4,oxd,0.32943182433156465,2017_02_22-HD233_SAY47,0,SidesOfTip
8839,118,1,SAY47,pm4,oxd,0.32943182433156465,2017_02_22-HD233_SAY47,0,Tip
8840,119,1,SAY47,pm4,oxd,0.35642299211612744,2017_02_22-HD233_SAY47,0,AnteriorBulb
8841,119,1,SAY47,pm4,oxd,0.35642299211612744,2017_02_22-HD233_SAY47,0,PosteriorBulb
8842,119,1,SAY47,pm4,oxd,0.35642299211612744,2017_02_22-HD233_SAY47,0,SidesOfTip
8843,119,1,SAY47,pm4,oxd,0.35642299211612744,2017_02_22-HD233_SAY47,0,Tip
8844,120,1,SAY47,pm4,oxd,0.3676053329703597,2017_02_22-HD233_SAY47,0,AnteriorBulb
8845,120,1,SAY47,pm4,oxd,0.3676053329703597,2017_02_22-HD233_SAY47,0,PosteriorBulb
8846,120,1,SAY47,pm4,oxd,0.3676053329703597,2017_02_22-HD233_SAY47,0,SidesOfTip
8847,120,1,SAY47,pm4,oxd,0.3676053329703597,2017_02_22-HD233_SAY47,0,Tip
8848,121,1,SAY47,pm4,oxd,0.39258182379338563,2017_02_22-HD233_SAY47,0,AnteriorBulb
8849,121,1,SAY47,pm4,oxd,0.39258182379338563,2017_02_22-HD233_SAY47,0,PosteriorBulb
8850,121,1,SAY47,pm4,oxd,0.39258182379338563,2017_02_22-HD233_SAY47,0,SidesOfTip
8851,121,1,SAY47,pm4,oxd,0.39258182379338563,2017_02_22-HD233_SAY47,0,Tip
8852,122,1,SAY47,pm4,oxd,0.38480338538505937,2017_02_22-HD233_SAY47,0,AnteriorBulb
8853,122,1,SAY47,pm4,oxd,0.38480338538505937,2017_02_22-HD233_SAY47,0,PosteriorBulb
8854,122,1,SAY47,pm4,oxd,0.38480338538505937,2017_02_22-HD233_SAY47,0,SidesOfTip
8855,122,1,SAY47,pm4,oxd,0.38480338538505937,2017_02_22-HD233_SAY47,0,Tip
8856,0,0,HD233,pm4,e,-272.16210149490456,2017_02_22-HD233_SAY47,0,AnteriorBulb
8857,0,0,HD233,pm4,e,-272.16210149490456,2017_02_22-HD233_SAY47,0,PosteriorBulb
8858,0,0,HD233,pm4,e,-272.16210149490456,2017_02_22-HD233_SAY47,0,SidesOfTip
8859,0,0,HD233,pm4,e,-272.16210149490456,2017_02_22-HD233_SAY47,1,Tip
8860,1,0,HD233,pm4,e,-271.2554617642608,2017_02_22-HD233_SAY47,0,AnteriorBulb
8861,1,0,HD233,pm4,e,-271.2554617642608,2017_02_22-HD233_SAY47,0,PosteriorBulb
8862,1,0,HD233,pm4,e,-271.2554617642608,2017_02_22-HD233_SAY47,0,SidesOfTip
8863,1,0,HD233,pm4,e,-271.2554617642608,2017_02_22-HD233_SAY47,0,Tip
8864,2,0,HD233,pm4,e,-272.3048361504685,2017_02_22-HD233_SAY47,0,AnteriorBulb
8865,2,0,HD233,pm4,e,-272.3048361504685,2017_02_22-HD233_SAY47,0,PosteriorBulb
8866,2,0,HD233,pm4,e,-272.3048361504685,2017_02_22-HD233_SAY47,0,SidesOfTip
8867,2,0,HD233,pm4,e,-272.3048361504685,2017_02_22-HD233_SAY47,0,Tip
8868,3,0,HD233,pm4,e,-270.6785498093622,2017_02_22-HD233_SAY47,0,AnteriorBulb
8869,3,0,HD233,pm4,e,-270.6785498093622,2017_02_22-HD233_SAY47,0,PosteriorBulb
8870,3,0,HD233,pm4,e,-270.6785498093622,2017_02_22-HD233_SAY47,0,SidesOfTip
8871,3,0,HD233,pm4,e,-270.6785498093622,2017_02_22-HD233_SAY47,0,Tip
8872,4,0,HD233,pm4,e,-270.4394215608234,2017_02_22-HD233_SAY47,0,AnteriorBulb
8873,4,0,HD233,pm4,e,-270.4394215608234,2017_02_22-HD233_SAY47,0,PosteriorBulb
8874,4,0,HD233,pm4,e,-270.4394215608234,2017_02_22-HD233_SAY47,0,SidesOfTip
8875,4,0,HD233,pm4,e,-270.4394215608234,2017_02_22-HD233_SAY47,0,Tip
8876,5,0,HD233,pm4,e,-269.9210479624089,2017_02_22-HD233_SAY47,0,AnteriorBulb
8877,5,0,HD233,pm4,e,-269.9210479624089,2017_02_22-HD233_SAY47,0,PosteriorBulb
8878,5,0,HD233,pm4,e,-269.9210479624089,2017_02_22-HD233_SAY47,0,SidesOfTip
8879,5,0,HD233,pm4,e,-269.9210479624089,2017_02_22-HD233_SAY47,0,Tip
8880,6,0,HD233,pm4,e,-268.0003931123765,2017_02_22-HD233_SAY47,0,AnteriorBulb
8881,6,0,HD233,pm4,e,-268.0003931123765,2017_02_22-HD233_SAY47,0,PosteriorBulb
8882,6,0,HD233,pm4,e,-268.0003931123765,2017_02_22-HD233_SAY47,0,SidesOfTip
8883,6,0,HD233,pm4,e,-268.0003931123765,2017_02_22-HD233_SAY47,0,Tip
8884,7,0,HD233,pm4,e,-269.14012604901393,2017_02_22-HD233_SAY47,0,AnteriorBulb
8885,7,0,HD233,pm4,e,-269.14012604901393,2017_02_22-HD233_SAY47,0,PosteriorBulb
8886,7,0,HD233,pm4,e,-269.14012604901393,2017_02_22-HD233_SAY47,0,SidesOfTip
8887,7,0,HD233,pm4,e,-269.14012604901393,2017_02_22-HD233_SAY47,0,Tip
8888,8,0,HD233,pm4,e,-270.5098626846684,2017_02_22-HD233_SAY47,0,AnteriorBulb
8889,8,0,HD233,pm4,e,-270.5098626846684,2017_02_22-HD233_SAY47,0,PosteriorBulb
8890,8,0,HD233,pm4,e,-270.5098626846684,2017_02_22-HD233_SAY47,0,SidesOfTip
8891,8,0,HD233,pm4,e,-270.5098626846684,2017_02_22-HD233_SAY47,0,Tip
8892,9,0,HD233,pm4,e,-270.3067115352665,2017_02_22-HD233_SAY47,0,AnteriorBulb
8893,9,0,HD233,pm4,e,-270.3067115352665,2017_02_22-HD233_SAY47,0,PosteriorBulb
8894,9,0,HD233,pm4,e,-270.3067115352665,2017_02_22-HD233_SAY47,0,SidesOfTip
8895,9,0,HD233,pm4,e,-270.3067115352665,2017_02_22-HD233_SAY47,0,Tip
8896,10,0,HD233,pm4,e,-268.5701323274106,2017_02_22-HD233_SAY47,0,AnteriorBulb
8897,10,0,HD233,pm4,e,-268.5701323274106,2017_02_22-HD233_SAY47,0,PosteriorBulb
8898,10,0,HD233,pm4,e,-268.5701323274106,2017_02_22-HD233_SAY47,0,SidesOfTip
8899,10,0,HD233,pm4,e,-268.5701323274106,2017_02_22-HD233_SAY47,0,Tip
8900,11,0,HD233,pm4,e,-269.9627385786182,2017_02_22-HD233_SAY47,0,AnteriorBulb
8901,11,0,HD233,pm4,e,-269.9627385786182,2017_02_22-HD233_SAY47,0,PosteriorBulb
8902,11,0,HD233,pm4,e,-269.9627385786182,2017_02_22-HD233_SAY47,0,SidesOfTip
8903,11,0,HD233,pm4,e,-269.9627385786182,2017_02_22-HD233_SAY47,0,Tip
8904,12,0,HD233,pm4,e,-271.25862500474824,2017_02_22-HD233_SAY47,2,AnteriorBulb
8905,12,0,HD233,pm4,e,-271.25862500474824,2017_02_22-HD233_SAY47,0,PosteriorBulb
8906,12,0,HD233,pm4,e,-271.25862500474824,2017_02_22-HD233_SAY47,2,SidesOfTip
8907,12,0,HD233,pm4,e,-271.25862500474824,2017_02_22-HD233_SAY47,0,Tip
8908,13,0,HD233,pm4,e,-267.3491970116811,2017_02_22-HD233_SAY47,0,AnteriorBulb
8909,13,0,HD233,pm4,e,-267.3491970116811,2017_02_22-HD233_SAY47,0,PosteriorBulb
8910,13,0,HD233,pm4,e,-267.3491970116811,2017_02_22-HD233_SAY47,0,SidesOfTip
8911,13,0,HD233,pm4,e,-267.3491970116811,2017_02_22-HD233_SAY47,0,Tip
8912,14,0,HD233,pm4,e,-267.4076426766161,2017_02_22-HD233_SAY47,0,AnteriorBulb
8913,14,0,HD233,pm4,e,-267.4076426766161,2017_02_22-HD233_SAY47,0,PosteriorBulb
8914,14,0,HD233,pm4,e,-267.4076426766161,2017_02_22-HD233_SAY47,0,SidesOfTip
8915,14,0,HD233,pm4,e,-267.4076426766161,2017_02_22-HD233_SAY47,0,Tip
8916,15,0,HD233,pm4,e,-270.4859822425551,2017_02_22-HD233_SAY47,0,AnteriorBulb
8917,15,0,HD233,pm4,e,-270.4859822425551,2017_02_22-HD233_SAY47,0,PosteriorBulb
8918,15,0,HD233,pm4,e,-270.4859822425551,2017_02_22-HD233_SAY47,0,SidesOfTip
8919,15,0,HD233,pm4,e,-270.4859822425551,2017_02_22-HD233_SAY47,0,Tip
8920,16,0,HD233,pm4,e,-269.5960376602764,2017_02_22-HD233_SAY47,0,AnteriorBulb
8921,16,0,HD233,pm4,e,-269.5960376602764,2017_02_22-HD233_SAY47,0,PosteriorBulb
8922,16,0,HD233,pm4,e,-269.5960376602764,2017_02_22-HD233_SAY47,0,SidesOfTip
8923,16,0,HD233,pm4,e,-269.5960376602764,2017_02_22-HD233_SAY47,0,Tip
8924,17,0,HD233,pm4,e,-266.11414168057576,2017_02_22-HD233_SAY47,0,AnteriorBulb
8925,17,0,HD233,pm4,e,-266.11414168057576,2017_02_22-HD233_SAY47,3,PosteriorBulb
8926,17,0,HD233,pm4,e,-266.11414168057576,2017_02_22-HD233_SAY47,0,SidesOfTip
8927,17,0,HD233,pm4,e,-266.11414168057576,2017_02_22-HD233_SAY47,0,Tip
8928,18,0,HD233,pm4,e,-268.6662685016116,2017_02_22-HD233_SAY47,3,AnteriorBulb
8929,18,0,HD233,pm4,e,-268.6662685016116,2017_02_22-HD233_SAY47,1,PosteriorBulb
8930,18,0,HD233,pm4,e,-268.6662685016116,2017_02_22-HD233_SAY47,2,SidesOfTip
8931,18,0,HD233,pm4,e,-268.6662685016116,2017_02_22-HD233_SAY47,0,Tip
8932,19,0,HD233,pm4,e,-269.02183820235786,2017_02_22-HD233_SAY47,0,AnteriorBulb
8933,19,0,HD233,pm4,e,-269.02183820235786,2017_02_22-HD233_SAY47,0,PosteriorBulb
8934,19,0,HD233,pm4,e,-269.02183820235786,2017_02_22-HD233_SAY47,0,SidesOfTip
8935,19,0,HD233,pm4,e,-269.02183820235786,2017_02_22-HD233_SAY47,0,Tip
8936,20,0,HD233,pm4,e,-266.6692005121063,2017_02_22-HD233_SAY47,0,AnteriorBulb
8937,20,0,HD233,pm4,e,-266.6692005121063,2017_02_22-HD233_SAY47,0,PosteriorBulb
8938,20,0,HD233,pm4,e,-266.6692005121063,2017_02_22-HD233_SAY47,0,SidesOfTip
8939,20,0,HD233,pm4,e,-266.6692005121063,2017_02_22-HD233_SAY47,0,Tip
8940,21,0,HD233,pm4,e,-270.1688927910686,2017_02_22-HD233_SAY47,0,AnteriorBulb
8941,21,0,HD233,pm4,e,-270.1688927910686,2017_02_22-HD233_SAY47,0,PosteriorBulb
8942,21,0,HD233,pm4,e,-270.1688927910686,2017_02_22-HD233_SAY47,0,SidesOfTip
8943,21,0,HD233,pm4,e,-270.1688927910686,2017_02_22-HD233_SAY47,0,Tip
8944,22,0,HD233,pm4,e,-272.35826730274067,2017_02_22-HD233_SAY47,0,AnteriorBulb
8945,22,0,HD233,pm4,e,-272.35826730274067,2017_02_22-HD233_SAY47,0,PosteriorBulb
8946,22,0,HD233,pm4,e,-272.35826730274067,2017_02_22-HD233_SAY47,0,SidesOfTip
8947,22,0,HD233,pm4,e,-272.35826730274067,2017_02_22-HD233_SAY47,0,Tip
8948,23,0,HD233,pm4,e,-268.0601784355809,2017_02_22-HD233_SAY47,0,AnteriorBulb
8949,23,0,HD233,pm4,e,-268.0601784355809,2017_02_22-HD233_SAY47,0,PosteriorBulb
8950,23,0,HD233,pm4,e,-268.0601784355809,2017_02_22-HD233_SAY47,0,SidesOfTip
8951,23,0,HD233,pm4,e,-268.0601784355809,2017_02_22-HD233_SAY47,0,Tip
8952,24,0,HD233,pm4,e,-268.1885799368094,2017_02_22-HD233_SAY47,0,AnteriorBulb
8953,24,0,HD233,pm4,e,-268.1885799368094,2017_02_22-HD233_SAY47,0,PosteriorBulb
8954,24,0,HD233,pm4,e,-268.1885799368094,2017_02_22-HD233_SAY47,0,SidesOfTip
8955,24,0,HD233,pm4,e,-268.1885799368094,2017_02_22-HD233_SAY47,0,Tip
8956,25,0,HD233,pm4,e,-268.17997608751676,2017_02_22-HD233_SAY47,0,AnteriorBulb
8957,25,0,HD233,pm4,e,-268.17997608751676,2017_02_22-HD233_SAY47,0,PosteriorBulb
8958,25,0,HD233,pm4,e,-268.17997608751676,2017_02_22-HD233_SAY47,0,SidesOfTip
8959,25,0,HD233,pm4,e,-268.17997608751676,2017_02_22-HD233_SAY47,0,Tip
8960,26,0,HD233,pm4,e,-268.914879719792,2017_02_22-HD233_SAY47,0,AnteriorBulb
8961,26,0,HD233,pm4,e,-268.914879719792,2017_02_22-HD233_SAY47,0,PosteriorBulb
8962,26,0,HD233,pm4,e,-268.914879719792,2017_02_22-HD233_SAY47,0,SidesOfTip
8963,26,0,HD233,pm4,e,-268.914879719792,2017_02_22-HD233_SAY47,0,Tip
8964,27,0,HD233,pm4,e,-267.1300679092265,2017_02_22-HD233_SAY47,0,AnteriorBulb
8965,27,0,HD233,pm4,e,-267.1300679092265,2017_02_22-HD233_SAY47,0,PosteriorBulb
8966,27,0,HD233,pm4,e,-267.1300679092265,2017_02_22-HD233_SAY47,0,SidesOfTip
8967,27,0,HD233,pm4,e,-267.1300679092265,2017_02_22-HD233_SAY47,0,Tip
8968,28,0,HD233,pm4,e,-271.17126357048096,2017_02_22-HD233_SAY47,0,AnteriorBulb
8969,28,0,HD233,pm4,e,-271.17126357048096,2017_02_22-HD233_SAY47,0,PosteriorBulb
8970,28,0,HD233,pm4,e,-271.17126357048096,2017_02_22-HD233_SAY47,0,SidesOfTip
8971,28,0,HD233,pm4,e,-271.17126357048096,2017_02_22-HD233_SAY47,0,Tip
8972,29,0,HD233,pm4,e,-267.28567348327175,2017_02_22-HD233_SAY47,0,AnteriorBulb
8973,29,0,HD233,pm4,e,-267.28567348327175,2017_02_22-HD233_SAY47,0,PosteriorBulb
