PosteriorBulb,AnteriorBulb,SidesOfTip,Tip,i410_1_postPM3,i410_1_prePM7,i410_1_pm3,i410_1_pm4,i410_1_pm5,i410_1_pm6,i410_1_pm7,i410_1_medial_axis,i410_1_pharynx,unreg_error_postPM3,unreg_error_prePM7,unreg_error_pm3,unreg_error_pm4,unreg_error_pm5,unreg_error_pm6,unreg_error_pm7,unreg_error_medial_axis,unreg_error_pharynx,reg_error_postPM3,reg_error_prePM7,reg_error_pm3,reg_error_pm4,reg_error_pm5,reg_error_pm6,reg_error_pm7,reg_error_medial_axis,reg_error_pharynx,unreg_error_single_mid_postPM3,unreg_error_single_mid_prePM7,unreg_error_single_mid_pm3,unreg_error_single_mid_pm4,unreg_error_single_mid_pm5,unreg_error_single_mid_pm6,unreg_error_single_mid_pm7,unreg_error_single_mid_medial_axis,unreg_error_single_mid_pharynx,reg_error_single_mid_postPM3,reg_error_single_mid_prePM7,reg_error_single_mid_pm3,reg_error_single_mid_pm4,reg_error_single_mid_pm5,reg_error_single_mid_pm6,reg_error_single_mid_pm7,reg_error_single_mid_medial_axis,reg_error_single_mid_pharynx,midline_dist_postPM3,midline_dist_prePM7,midline_dist_pm3,midline_dist_pm4,midline_dist_pm5,midline_dist_pm6,midline_dist_pm7,midline_dist_medial_axis,midline_dist_pharynx
1,1,1,1,3928.3861575883,3798.40797322067,7219.01660291993,8772.68259837407,4128.74574354889,7329.81386469572,10732.419787049,6460.88208884459,6215.64247468367,101.747082376003,126.157287014066,76.0492817190095,46.6725008620251,93.1779302517617,86.391688224126,52.2819969439281,83.8408795714834,82.5426669115094,60.2544932914956,61.5229524782089,53.3000211679177,34.0770438516118,84.423065593948,84.5220729455585,37.1974592503606,62.3093683587409,60.9561777680893,108.390164582871,126.470551459867,68.1602033072359,62.8277897956678,57.5551709165375,89.4103616100323,100.116518961211,78.2643031069648,79.0868577942889,45.207837486493,73.7345818664025,47.7371884438985,35.4463314174068,46.5341069600063,63.6401175918792,57.6257886415907,47.6219873237208,48.6363056888652,0.301770597758678,0.107107176787307,0.27207291268951,0.0262591783395401,0.161993307443966,0.0455088160783248,0.121796043283593,0.165256018074484,0.166257113783957
0,0,0,0,3977.23855004011,3719.70434922104,7158.76451637739,8696.68512424812,4194.78111772723,7186.38160609012,10686.6583305109,6438.96375123204,6194.1437422882,52.0402605053634,97.4905314417617,82.9879121907091,128.066628314963,84.4878969396399,46.8014335054804,62.0976348136145,86.810640952284,84.652257554334,24.9589859678188,65.4790938799541,47.3677302757327,109.520037135841,66.2557999350845,20.1421020462845,37.0962373731299,57.5308323901244,56.1442250206739,40.6147865313828,94.7736512076479,83.8979479675456,130.979713830213,74.6581643596265,59.2189839538994,68.8772937279464,85.3881923866214,82.7759201469108,27.0174476980541,65.9873416790783,46.4707014274007,115.938518426094,58.7112476768476,25.3917139072537,40.3643522204492,57.0229744519056,55.5847989720134,0.262362453402555,0.0858284577330679,0.0975253715803254,0.0452484308180074,0.0286384725750895,0.0481195410042451,0.0495352429466604,0.0711664342331484,0.0798648260509767
1,1,0,1,3976.9899415199,3595.38112470473,7106.4234533657,8507.78867693178,4087.09923178747,7056.54117075372,10490.2203209626,6333.10434253595,6097.25897089396,34.4461085844437,163.811806177321,59.1967638904565,132.649764945629,56.5016985047524,49.821168749647,80.4382456088019,78.5608349807168,75.1737254474436,38.0553106841883,72.5285522106013,53.5662643423364,136.615989156562,45.7098679014404,34.943344539644,54.2660359229413,61.5508003839423,59.5469612339306,42.2873163092039,142.739432287395,62.2623387451968,138.65188225435,47.4782444335322,65.7319085470879,96.9668932934424,78.9644092024248,76.2776541227068,43.9087853527606,82.8768242288007,55.4130195195408,145.222257600178,36.2444457643449,54.4001357672281,67.7643632333358,64.4728877864501,62.921740558989,0.123462187993925,0.297405957085085,0.110334150352818,0.0940784697880989,0.0827675582864338,0.109038517787121,0.178347618920465,0.11418472337779,0.119247514564268
1,0,0,1,3970.77136330513,3844.07689583229,7105.20767237668,8530.92742846141,4098.02999919016,6988.37673954965,10576.2777445309,6354.48618604919,6117.05386150197,72.302197625139,91.9115742459209,80.9829610752721,131.506530748673,70.1656805275263,98.3895322471991,198.939094175211,95.9376863009013,92.3174064124269,56.5018441073309,60.3296681465352,65.8557956052535,122.577075461789,56.4070869805283,100.300668292962,110.284241203822,78.001831166856,74.9079972068728,66.366687440589,62.3951988612558,74.954415215997,83.5522053222702,82.9866943445221,83.0976718754998,56.8195141215199,76.3472614907993,74.7781029426639,40.7225153409101,47.1741335763466,61.5385543194104,58.8238663323986,62.3187993693234,86.4487735083129,16.3152091447527,58.2181927867665,56.0640333572717,0.219465765285883,0.47312584635095,0.0603752407340467,0.0981811493341252,0.0452426900146806,0.0564323321592927,0.216149812049558,0.1033221316294,0.118199550119011
0,0,0,0,3944.19098620439,3759.27989752397,7122.19154690211,8637.75888724853,4089.56381291933,7010.35267080277,10582.0728243365,6364.14981570339,6126.38808919847,51.1920299316246,16.7665674667503,66.5695596761705,72.2868610265644,61.046948463523,57.5038203697279,162.15451279328,69.7539863743074,67.9445239081925,29.8974319797728,24.5012328734726,48.2491619774737,29.5728512306518,40.5503160369219,32.7988325097042,73.1526780177253,40.6309870817943,39.2832047484496,39.6816980161247,24.8332818541702,59.3432506871982,73.5856087191368,54.3536838457034,51.9665444857322,134.590508740675,62.735783486513,60.9917828239233,25.6041482667009,17.8219079419123,49.7466006167601,30.8583899341621,29.1322922615248,16.4590189128405,50.3481419862986,33.3293027747933,32.726096918243,0.25569556363218,0.0761813340341837,0.161697204060157,0.132656579490507,0.105427246669686,0.107139829806403,0.098019628068968,0.132726492435257,0.136241295419101
0,0,0,0,3935.03821274823,3749.75656854376,7072.25607089495,8556.26753426665,4087.18464384709,6951.36371298091,10520.3917417493,6331.39285978411,6093.29765232413,68.6143864944925,23.7732106133183,61.4518297054758,77.6327664235265,55.5918297875832,88.0335095463646,49.3640208275623,62.816109917987,61.6151388136188,43.11913923942,30.2148313351792,50.4911031882161,64.1317799499041,48.6718751808111,50.8468969027511,36.5139657578366,47.8858162215554,47.1812559511832,77.3538769724009,23.4440942430171,65.7094366864908,82.2751972414193,49.9130128994795,86.0245720657929,49.7201666799717,63.9512143006474,63.7211940444613,30.0996904664794,38.5250157797491,51.2867561837271,73.3502251962519,43.8245234930138,46.1438756851811,42.1682005116497,47.4669368960012,46.7893888779705,0.227708137249987,0.0640645497392451,0.160718732794538,0.0595399214610005,0.0736269425152657,0.0619319197597541,0.0593121118815881,0.103381834338692,0.105770434744424
0,0,0,0,3895.55539514094,3762.87507189717,7113.00845748649,8623.21393527197,4080.02101442,6995.59503180122,10491.8174214523,6348.17115024479,6109.08272763071,91.4728929246668,29.6682561896031,73.6046272267811,61.9019226107608,66.9198838267722,63.3042990030538,48.7529344532637,67.1512957255233,65.4165164510516,23.3244863679409,25.3747662336822,50.895192905372,28.865437398349,58.836557625236,37.1009286936484,39.4690805321766,45.1158139775795,43.6173529661856,59.0126397020919,42.0499121432343,71.2278198300867,59.6286889648588,63.1430078850601,61.2296036783914,42.9428527275665,61.5682938798418,60.5121709310011,29.2686717314588,34.7287311437081,54.625304217792,29.1669583050385,58.4698947760577,38.0882247512237,36.1312867332399,46.423252117342,45.7608453554532,0.112745196874872,0.0218177104355397,0.0671218239067252,0.0341135000392277,0.0913781937438873,0.0268782672348061,0.0152450766230745,0.0616218738594739,0.0632797551283415
0,0,0,0,3882.94409346959,3786.02286139157,7086.72987906623,8612.65852982928,4097.49643398863,6971.35541254875,10570.6729397615,6345.67888243043,6108.62609116692,71.3593666004236,110.681936774415,66.0063493245018,58.9521956833759,56.6782486965694,26.5643755048408,164.536021277785,70.6274936447212,68.6855991489477,48.7482329326848,60.5740236320236,59.2876592399617,51.814645313006,42.8213286939737,22.2929224504511,135.199133875185,54.9432438562608,53.5170605692922,74.9767028069031,121.253937890455,57.301061553853,57.2902509122716,59.8342044020179,36.3296694614448,184.692811485818,72.3855433638566,71.0299596644056,56.8661780852398,67.6418397077517,55.9450912056342,47.0396736321251,42.5019034466189,36.1687968528282,167.312685065246,57.7243998005069,56.4542838756854,0.109233288042394,0.0164970407594897,0.101159031832512,0.0594631263409827,0.0411407677324408,0.0651900427839911,0.053523122838191,0.0668840581647012,0.0663862952571639
0,0,0,0,3905.25917874194,3723.87066457017,7010.00088876978,8533.11157639653,4049.12633981564,6908.5558054792,10442.032001294,6284.06543581347,6049.67659996075,67.6873309001919,63.0730340075265,85.7256143299202,94.1888881747661,64.2682601595855,33.1511938534277,50.7735908061825,69.7853126094631,67.433205340033,35.8105621033305,21.671608152724,74.3881573099367,69.6352320051343,47.7368866986865,26.7187547644227,23.9542754238836,50.2421003280369,48.6484344819112,68.4590897883798,50.5801279548748,81.4086071563214,85.590920570037,63.7383532295775,57.4366802239563,44.9593190724419,67.5315298743933,65.4557646729628,47.0154273110784,17.4765757985294,69.4555246425431,59.207176852588,47.0836098545396,47.2546329962021,21.5951906011041,49.0560686364575,47.8244661757257,0.142809264570065,0.0243174851975975,0.149448148480594,0.0832715305726563,0.0460247357699004,0.06449394270787,0.0384962795191173,0.0846631351774918,0.086878017153593
0,0,0,0,3902.88597376465,3762.25580757296,7088.74916819416,8651.19715005562,4095.45946583239,6988.22669213412,10511.2129675829,6346.68260747049,6108.46595699838,28.8274314947526,95.4237836851664,68.4799448559421,57.0684585978095,83.8981864259642,68.0691829899658,57.3190645817324,70.7880130862259,68.4809281461336,30.1502239419939,66.040360797853,35.9129396856301,25.1172375968647,58.4199738789701,32.7652807581816,44.9443994458845,44.1161267443,43.2339652492752,23.0140114038163,78.2358349598618,68.6412653756659,60.5124974014028,80.5959764443538,65.9903383456966,59.1869626288208,68.042214946069,65.5904350177592,19.5977498124515,46.9699022190942,34.9077619005537,27.5810773578155,51.276132238234,32.6474651122339,56.4326788937089,40.7820087571438,39.2407096432564,0.0856084625870775,0.0665356083201365,0.0630175308502612,0.0620011552219942,0.0646159027818227,0.131186981098762,0.102268138052523,0.073781581872159,0.0750314242700112
