PosteriorBulb,AnteriorBulb,SidesOfTip,Tip,i410_1_postPM3,i410_1_prePM7,i410_1_pm3,i410_1_pm4,i410_1_pm5,i410_1_pm6,i410_1_pm7,i410_1_medial_axis,i410_1_pharynx,unreg_error_postPM3,unreg_error_prePM7,unreg_error_pm3,unreg_error_pm4,unreg_error_pm5,unreg_error_pm6,unreg_error_pm7,unreg_error_medial_axis,unreg_error_pharynx,reg_error_postPM3,reg_error_prePM7,reg_error_pm3,reg_error_pm4,reg_error_pm5,reg_error_pm6,reg_error_pm7,reg_error_medial_axis,reg_error_pharynx,unreg_error_single_mid_postPM3,unreg_error_single_mid_prePM7,unreg_error_single_mid_pm3,unreg_error_single_mid_pm4,unreg_error_single_mid_pm5,unreg_error_single_mid_pm6,unreg_error_single_mid_pm7,unreg_error_single_mid_medial_axis,unreg_error_single_mid_pharynx,reg_error_single_mid_postPM3,reg_error_single_mid_prePM7,reg_error_single_mid_pm3,reg_error_single_mid_pm4,reg_error_single_mid_pm5,reg_error_single_mid_pm6,reg_error_single_mid_pm7,reg_error_single_mid_medial_axis,reg_error_single_mid_pharynx,midline_dist_postPM3,midline_dist_prePM7,midline_dist_pm3,midline_dist_pm4,midline_dist_pm5,midline_dist_pm6,midline_dist_pm7,midline_dist_medial_axis,midline_dist_pharynx
3,2,0,1,3947.33687884355,3760.60155329125,7116.02891301241,8713.53291454472,4056.36687517958,6994.60742486201,10256.3895675471,6332.6367010794,6097.17260286385,87.6310780568439,160.287466321627,127.253238328889,280.434597183949,151.628895296018,167.633721921942,387.864659683311,188.56893102364,180.640858623735,38.7810442451431,49.97468141491,88.4133804498603,105.184810413191,102.676638027573,107.743159944932,284.326311038299,103.427518623663,99.735503770327,110.406615653859,138.782285914932,123.969266752287,262.88602038814,146.426271118488,125.379594330577,339.203454821692,173.759701098712,167.541109498151,51.7150521482769,79.8211170194076,83.6681033041234,100.789495715119,101.148080287151,101.247356502364,284.310125084976,101.130569052211,98.8892849930252,0.235339995498647,0.515301307294065,0.136625728466825,0.370036909818055,0.330271468745096,0.410804492272467,0.465126855514076,0.302458506946643,0.305795992049526
3,3,2,2,3981.64402697337,3637.24645109007,7066.9256557102,8593.2526961657,4052.3801167403,6934.28696126056,10435.7701821161,6306.81104170044,6071.06638617129,42.1153399826335,42.0686545596363,91.7058242890156,150.796682890431,75.9024584654368,87.766455038152,111.109811890201,90.5111524145641,86.9518294032448,15.46752923958,19.6604043288429,60.0699301561082,49.196947945625,62.9506083657753,24.9283502851148,47.0694279265399,48.8439651828503,47.5532237010462,40.9474459778319,40.8353339543453,90.1686810506359,145.167853679142,78.3025109467524,89.3400076636287,100.520479282527,88.7960260384429,85.7241031299879,21.7368093579709,19.7984117474193,58.8438623409405,52.2580536804516,68.0144276486396,17.944340947552,34.8334743273805,49.1540154174694,48.2417897438306,0.287075784237131,0.223777448587025,0.291284517975653,0.276156391606926,0.230875319550609,0.197035966250554,0.203484647263431,0.251920411991709,0.252535729633243
0,0,1,0,3915.75359572035,3639.58729728632,7179.42877521716,8736.39925748263,4069.19755083675,7108.88842950028,10501.3579958542,6370.61858815144,6130.16600593708,67.3245692058531,92.2817332351713,73.0209995207083,77.7780978406918,76.5959775194598,82.0309799089252,90.3107641716314,78.0919160691749,77.0090698889022,53.3554219864661,36.1604906274975,65.0799375992485,50.9592301090655,63.8629834788246,84.1577934637641,72.1562936855174,63.2036592788266,61.9702255936874,64.505941547346,85.1844663418657,72.6821321927685,84.3327968364332,37.9969764941387,72.9472123909903,104.824257265345,67.0232090925578,66.5437449041787,50.7449340033256,43.6033867241059,63.8504281168751,63.4729895781754,19.5731243734193,65.1821310822182,96.3077191861661,52.7058462800496,52.0545690252336,0.0730908950198739,0.0445322165247798,0.0248814961355438,0.031396727734327,0.146087803171601,0.0468444530608192,0.0495699652438779,0.068263592233879,0.0699497576442908
0,0,0,0,3892.95613723656,3773.08946203338,7206.37478821948,8670.54486433086,4056.96021778852,6965.27382123056,10467.2999912887,6365.22938486282,6125.1439746926,54.3896198737133,109.468916042545,77.838885952243,107.398646564904,66.6018462684775,128.020618339356,119.092216723745,89.5102697665566,86.1084119397891,74.8933985692663,79.0077791821028,69.457348850218,103.715996933713,54.5494661105577,142.291117953557,99.1403576579056,82.2831649472639,79.1858697466388,38.8603147015403,88.0793189522843,77.4992570665714,89.662159524751,57.2731540513874,93.8853952246986,122.179823197264,77.6124449704029,75.2978244604084,57.5505441032214,52.9942695829869,67.1159724287743,78.9584222635572,44.4754723159094,97.4337584011077,38.1714559278247,63.0444634801003,61.2159418123764,0.140465867003171,0.177381360275104,0.074274980892988,0.0456350548352389,0.0704223863002583,0.103372250267738,0.180066387526606,0.0902215209076265,0.0930806332317434
2,2,0,2,3970.29215797926,3790.20179039784,7122.28518837876,8590.66436385865,4044.78860794883,7025.84569839503,10508.3474568012,6344.91091855298,6109.80868987969,81.4252616483384,79.8677656852605,79.8200687481564,83.628877953778,53.1419009935807,118.746387452412,128.051484235728,82.3280531789136,80.76958313188,24.8588541316573,66.5007938955754,48.3646867962313,54.3043831095338,41.2127634252167,73.9653723468434,42.7056523935009,47.8637732929428,47.6464009296322,71.4341097682183,79.5809835032654,75.8369438100264,98.9645252557438,55.1627064656389,139.88107369414,130.110649677085,84.4161475684663,82.2628287115505,21.7997361734794,67.1986671673102,42.4242513864074,84.6580788808329,39.1524345662624,94.7977506065382,31.9990978261031,50.4060276131275,49.7671791574151,0.176953268767591,0.140068464868278,0.158996609564318,0.181953274131937,0.152040838713144,0.125782195559614,0.122361186229335,0.154648053583293,0.155410833071187
1,1,1,1,3844.07226092194,3744.44909088084,7047.12096403283,8483.94897293755,4058.45848932216,6933.11896186027,10478.4534213057,6289.67715010146,6054.10030439156,74.407559288967,113.81871579956,108.403242021525,103.064829677158,39.4646725020561,47.0539075555859,137.33854497209,82.5240268549929,82.4122259389419,79.2868832401067,28.5099616004251,66.6175178666332,89.1190345356687,27.6814843111016,21.7861411516446,19.2777163167454,48.2779015181632,49.138202237388,84.4992050950334,56.8518257941803,104.863490363757,102.643603689903,39.2811880359311,52.1658372398975,66.640892606594,74.6635066099926,74.0099597792707,47.9804098116375,29.5494109010798,67.101639669497,96.8848754830704,26.5581904255424,37.2654742171855,65.4905612242894,52.933383867957,51.9920369035475,0.257537976193717,0.245426718276092,0.261789588888473,0.0514688622719995,0.0357100282658662,0.0823264650062456,0.140417142859983,0.137671281401453,0.143100247199701
2,0,3,1,3817.99472460013,3695.87123620194,7170.53434084917,8493.19847345142,4034.05905690506,6994.9686273598,10428.4777751688,6308.58028218321,6072.67969045161,67.446316466266,96.0694366582276,68.302112944638,82.9704698575929,50.0459367837148,150.890599198003,67.2714280622742,74.2612128936126,74.7608911894003,57.8696054715689,65.5974917642826,46.2009847697604,31.8928982790338,28.0559207936194,73.3647467738935,48.4741320985814,42.7283637810733,44.3350034179013,85.1154583128937,74.5574113211004,69.733410043086,80.5418949523012,49.7681656465735,118.847348839935,80.2008618219165,72.3282159260553,71.7354798478642,72.7730582926578,45.3315808493818,49.3993738897431,26.4020804975076,27.0784996846639,58.7237663003643,34.0620551818976,40.9664617031219,42.1915287651548,0.141752959864295,0.343848920432134,0.131186471557351,0.0684993485660532,0.0372871034632195,0.0848240816653732,0.220146934841344,0.109086715456238,0.112792459163064
0,0,0,0,3864.49780420592,3749.00775077609,7077.82866268923,8550.72722409293,4067.54308024198,6908.4163067988,10363.2536918313,6298.96081119979,6063.80611158594,62.3261866753415,124.818195435693,61.2063395084432,32.4338461057945,43.4430807123916,153.602715409112,177.558204093695,74.2128372437085,72.2927442527281,37.1588659501593,51.1912755714292,56.2416418057204,29.9427319374241,29.3033800366263,119.389849366993,100.725066496023,51.2924525715725,49.8013885817515,45.4388691660739,111.388833221799,61.762091523512,49.2979443358298,36.8729929929947,146.053485722226,200.263836663162,71.2972623503489,70.1673123966674,51.0651381450219,48.5147362364269,54.9663346158094,28.1248349288402,23.3657865902289,129.011656289485,116.761844241764,51.5762346382141,51.097112013567,0.119373963870162,0.140111633090158,0.0465895288240439,0.089455030191911,0.0814778144805441,0.0471067243062625,0.130728996143922,0.0790580153410926,0.0829969359198682
0,0,0,0,3982.35167795283,3628.24941002018,7029.97294787798,8582.73952270709,4063.17274072053,7078.09521579516,10425.6764419134,6311.20402796712,6074.57122328158,21.4369169786626,54.1991305111875,59.5802490928911,110.836026804877,69.2385787433856,184.865794055082,144.296844242821,86.6206556091771,83.1433985414966,32.4663693006851,33.6208603810888,71.1427072535158,102.859859664802,56.8643237152856,122.504726046671,113.315496617302,73.8402938850539,71.0749643036084,27.4946241104569,53.3609625626197,61.7207437668741,68.9441752491425,66.2758666242265,182.138011930077,140.433110556366,81.1449742939328,77.7941910546058,24.0739437269029,33.1222047095526,73.109996094105,52.8719441920275,59.9937212336132,116.021900191806,108.109069776109,66.9177114561688,64.1206312622026,0.0355891330133835,0.0629192481775772,0.0307855934500616,0.0931171041888957,0.0486828253904228,0.0500285590864225,0.0533068527600239,0.0505769555986804,0.0508130106910856
0,0,0,0,3968.6325368024,3647.74913832624,7011.10747679146,8418.46093725066,4039.1579482002,6993.02819794466,10395.798336239,6262.40221176079,6029.30307773891,21.081119551363,68.1084159613479,75.2044499299428,148.136261187545,62.1019436466535,100.691469008859,116.597537222083,86.3180562467378,82.986592264531,24.2473573345275,48.7759302057737,64.2531213987544,138.774552827679,39.1144563161939,71.8211761471585,62.9578605144738,65.3226559513213,62.8083724071448,30.8945838902164,56.5025676930533,76.3853078184106,147.18811105045,57.009166556737,91.1444405337572,130.568743946356,85.2859789854697,82.3425152944104,22.5655133907089,36.4512688258623,66.5543045108608,136.812651909131,35.6244685726903,68.7921027334622,61.3723334737006,63.3791602086711,60.9785936924866,0.0666736670656049,0.0823017209166599,0.0587838130729124,0.0625490197431377,0.0614889169595737,0.0620101606154048,0.0885913283311416,0.0645226034578773,0.0649263426300414
0,0,2,1,3901.65128877735,3748.7996793901,7072.58818683768,8509.38002384854,4072.23163832215,7005.395304766,10412.6149067357,6310.81270612112,6074.10932185159,87.1945154646958,55.536905450753,75.9160512280219,60.7147928126431,62.8565668678644,126.172739531641,48.7153284888357,78.3925689263792,77.5125132000384,28.2693762946838,29.1929950448482,39.9772805815719,40.606100196772,45.4222087756627,114.80931305352,35.3516670865749,47.9973421119503,46.6110454223232,64.0407003658894,48.3634208037947,72.9250158466611,58.752143412079,64.1763999817644,60.5715782225425,69.0459705510228,70.7675762987649,68.7340142415762,7.81879286134536,12.4671837659352,37.9524570176097,49.5635201756364,47.4434108039253,61.0560677415535,12.7476866697559,38.7919657424738,37.215064412051,0.090800945118346,0.232675026507386,0.245328440437187,0.149307284131774,0.0769374409176256,0.116600849224601,0.152602466230075,0.149959428000248,0.150367187435523
2,0,2,2,3969.11374030612,3640.53580335268,7120.60733745131,8583.5147396344,4064.90313676129,7042.56316578586,10438.9116481185,6328.81276083241,6092.28356017364,38.2046770800738,104.619768114206,38.2033882010337,79.7516920463182,69.082745232868,152.527079542125,290.772791276242,90.2245045178464,87.4645733471016,20.4193641037156,20.9973118088394,27.4359666623688,61.9195415305511,60.4351192678813,82.4010534275293,93.394905459698,48.67063265221,47.533500211008,35.5372017880878,109.303136555226,41.0564480649362,85.0122225223651,48.6526360552048,122.355103786428,293.29674004865,81.2030113552411,79.4292863994578,18.9241054879921,17.8971876280093,25.9868947741796,70.1196038548188,37.0233531267437,46.5380484432874,108.232333661315,40.6119848395685,40.1734255078416,0.221900040274054,0.24552513018051,0.203431702813824,0.220206905124351,0.357569243753694,0.262567651689686,0.234957621494264,0.261115669678043,0.261048203044213
2,2,0,1,3980.16464913511,3673.02903233651,7045.52235141363,8570.47802512386,4113.57454692314,7109.66965829112,10340.4275344587,6315.74811324362,6081.90469632115,83.9327168787672,67.2235002624373,87.3189748611141,83.3897846145032,46.7643469153847,63.8788686539527,81.23050196621,71.1191469557365,71.4216759374359,23.1454779308022,46.2283427611077,74.7186000865462,52.9497673737108,25.7753648204712,29.4765729725643,18.2447931624382,42.339325789387,42.5219930571902,67.345410846443,42.1154797314935,86.1219804459796,82.8891093294426,46.9206429580321,77.1245050226244,117.776576820449,70.4177378109796,70.4588142521818,30.0803669331205,35.1534713094618,75.4336872194278,53.8310472117502,24.0462374798894,57.5272711985409,27.4704766340872,44.959692956301,44.7616084031732,0.252878110012077,0.13615225491464,0.119126359997445,0.0923351022158658,0.110748773106912,0.14459624190141,0.142440721336108,0.127324420739356,0.131839639459601
1,1,0,1,3966.04181333029,3835.65640005574,7056.02283242238,8462.96319126685,4068.54997778857,7025.19918992839,10210.4630187617,6288.33604572956,6056.66985680855,50.2422395515553,32.1152371674175,85.8712122698507,165.412141541095,60.3047570467692,104.091859491713,159.30699292736,90.2023813191957,87.5674845388362,39.0671141202036,34.4132902554628,67.4158229101343,147.640301232457,53.6746954381057,122.166120145368,173.095645779527,81.7333615170357,79.023737761326,37.6089443202626,35.976177119363,78.4637354596891,135.199989957785,53.2164970265639,126.384918805641,171.603614153168,83.8526725407564,80.9686084241148,31.3453572647956,32.3936855906273,62.4106234078032,108.356202160176,44.3120630723333,132.331421613494,180.324604933396,73.6044033335971,71.0617333726924,0.121316956393659,0.0741270950087606,0.146678462359377,0.140500877358975,0.0825711221851165,0.0944408649460679,0.0875122375733104,0.11181018147668,0.111441479060188
1,0,1,0,3967.37231928961,3659.36299117933,7073.91279555389,8546.05461780986,4086.99663409624,7077.36094712807,10290.2133115257,6306.6455395833,6071.38015872521,28.8469990974584,47.3868973963839,102.539716805649,92.1974798381686,57.7644091402489,46.8681452424413,102.178944567028,73.851591330181,71.0980230158361,35.9265618221577,58.0397697671203,68.1897740430533,60.6473300944602,39.8590577385785,22.502444047208,77.5273089794569,52.6536504675034,51.1317205052644,22.526764204004,47.7363258708792,106.684911637821,93.7542378434919,52.2546607390507,51.0325059880724,107.611656278927,73.314978821747,70.9459525963275,28.4823794406498,50.4285899850589,75.3652398752235,50.3094834160205,35.7781177521775,32.0791849911685,86.05807894549,52.4909550385363,50.6590680047828,0.102454233283608,0.0619375427767033,0.0706217633978235,0.0323853499711883,0.047944145037217,0.05688884088887,0.0566501416997879,0.0566786951428657,0.0598533101185028
0,0,1,0,3809.02459101877,3630.88902593492,7072.82905270482,8459.32146930113,4087.56588777078,7036.46253343301,10398.7853233167,6283.84264630311,6047.25907025194,96.2403440604083,57.7841783544407,79.6883589618854,100.935007460128,74.4058470822705,60.025418033881,58.6003214533521,80.7487269718045,77.7578278299391,69.2842301173648,39.4800057495193,61.1579633858197,77.666279166231,59.8372551700477,39.8048306544389,25.6760875863852,56.0849596978821,55.7768781295532,40.0002978148706,55.5969840524982,70.1571389571037,102.208255699602,47.4400579417527,69.9798768947496,65.8024875244573,66.0331144942441,63.5910873721892,36.5356683372768,54.5777550310282,68.0471125417919,88.4039066964572,31.8609366902678,71.023261832791,63.4352196785678,55.8074823505322,54.3015249901724,0.199762480359615,0.16444978225852,0.093784899583581,0.0278447587333194,0.14171973114477,0.116473475026685,0.153784444675702,0.116434956023019,0.119075674040198
3,3,1,2,3913.12447317188,3607.32119007333,7118.6067913684,8411.92891834575,4052.57154430689,7059.08167104486,10127.6755485525,6270.67475202722,6035.76700059351,55.7137390358466,159.556951334022,103.528317473463,185.653556767854,169.925092184144,70.7105537535897,341.60549068927,156.797689783015,152.644792765221,36.7416641711958,158.829252770588,90.2752808951391,156.787440241344,141.0237593391,84.5429413523477,338.050176665852,128.267625776982,125.636953446115,61.2150162417049,147.297433512124,101.752983018007,194.702724232251,154.565490528869,88.6202311893019,419.924534444656,164.499893366167,159.363453164283,36.8807526521394,144.197480787464,93.8418895187501,149.335762947917,125.995356381719,70.452735884411,392.505780993758,126.075965585423,123.496049739739,0.172797955356298,0.369389591494848,0.107712258917824,0.523490006485796,0.280176973094984,0.395296269183188,0.394936562418521,0.288185405820592,0.287503884341485
3,1,1,1,3927.69361444378,3627.05107409108,7099.12666985411,8465.05339045091,3997.05877886886,6994.09653655194,10316.7893668694,6267.31799384453,6031.50380517531,44.6819221801483,159.78292947191,90.355908631296,161.681193685133,62.2305917147637,257.4240889861,355.074681347572,134.7276648448,131.028896668034,35.543564311865,72.5492667299713,79.9297998567391,68.4534467992986,33.227599293412,181.821638877759,128.457477326742,73.5455402780382,71.3025995418704,49.3577089251546,98.0626874319411,96.9852592661896,145.880218233429,57.1709443653101,259.676217944217,299.316461038152,126.279550888942,122.844623832551,36.6633617302244,88.0956948930264,90.0310016662097,60.4247170520127,29.2214745656371,177.15224710409,159.59711242249,77.4073257166877,75.895233435144,0.0760707835530186,0.309366276333795,0.126698707547113,0.156479750221435,0.418639037642364,0.274809306344936,0.287760844310378,0.257069050754967,0.25279357004982
0,0,0,0,3816.62657302018,3678.12474748727,7092.4065231761,8564.05538212599,4028.45095093524,6968.50074957919,10390.2284580569,6289.7658654697,6054.70776252941,48.7432073725464,132.75922930296,76.5102655636627,55.7894185526312,55.336411180929,62.3376180654543,180.809180803101,75.4281684999077,72.5374583844285,37.7098936191248,59.282502667901,66.4905093151615,38.0943563274014,49.3367571134783,54.7188822801968,78.6531533930899,54.9069957799645,53.3174343769587,48.5369708008773,114.014745670604,62.1182921609702,48.7847957929308,46.4547744795325,84.2826193209365,115.794233977772,64.0195267909219,61.799965809263,32.3607080487743,62.5131386471901,54.0401420421781,36.6414365796555,38.4174374685627,77.7180964333741,91.6821774650877,50.9834903901679,49.178040446303,0.0242106028233425,0.301117977870898,0.0702516299894575,0.0496590898744476,0.0580376182112309,0.0618462087985208,0.18053225482499,0.0790338907098454,0.0824939356187397
