pair_id,region,midline_strategy,movement_region,movement,error,i410_1,i410_2
7,pm3,RS,AnteriorBulb,0,54.625304217792,7113.00845748649,7088.83003088114
7,pm3,RD,AnteriorBulb,0,50.895192905372,7113.00845748649,7088.83003088114
7,pm3,US,SidesOfTip,0,71.2278198300867,7113.00845748649,7088.83003088114
7,pm3,UD,SidesOfTip,0,73.6046272267811,7113.00845748649,7088.83003088114
7,pm3,RS,SidesOfTip,0,54.625304217792,7113.00845748649,7088.83003088114
7,pm3,RD,SidesOfTip,0,50.895192905372,7113.00845748649,7088.83003088114
7,pm3,US,Tip,0,71.2278198300867,7113.00845748649,7088.83003088114
7,pm3,UD,Tip,0,73.6046272267811,7113.00845748649,7088.83003088114
7,pm3,RS,Tip,0,54.625304217792,7113.00845748649,7088.83003088114
7,pm3,RD,Tip,0,50.895192905372,7113.00845748649,7088.83003088114
7,pm4,US,PosteriorBulb,0,59.6286889648588,8623.21393527197,8632.49088774822
7,pm4,UD,PosteriorBulb,0,61.9019226107608,8623.21393527197,8632.49088774822
7,pm4,RS,PosteriorBulb,0,29.1669583050385,8623.21393527197,8632.49088774822
7,pm4,RD,PosteriorBulb,0,28.865437398349,8623.21393527197,8632.49088774822
7,pm4,US,AnteriorBulb,0,59.6286889648588,8623.21393527197,8632.49088774822
7,pm4,UD,AnteriorBulb,0,61.9019226107608,8623.21393527197,8632.49088774822
7,pm4,RS,AnteriorBulb,0,29.1669583050385,8623.21393527197,8632.49088774822
7,pm4,RD,AnteriorBulb,0,28.865437398349,8623.21393527197,8632.49088774822
7,pm4,US,SidesOfTip,0,59.6286889648588,8623.21393527197,8632.49088774822
7,pm4,UD,SidesOfTip,0,61.9019226107608,8623.21393527197,8632.49088774822
7,pm4,RS,SidesOfTip,0,29.1669583050385,8623.21393527197,8632.49088774822
7,pm4,RD,SidesOfTip,0,28.865437398349,8623.21393527197,8632.49088774822
7,pm4,US,Tip,0,59.6286889648588,8623.21393527197,8632.49088774822
7,pm4,UD,Tip,0,61.9019226107608,8623.21393527197,8632.49088774822
7,pm4,RS,Tip,0,29.1669583050385,8623.21393527197,8632.49088774822
7,pm4,RD,Tip,0,28.865437398349,8623.21393527197,8632.49088774822
7,pm5,US,PosteriorBulb,0,63.1430078850601,4080.02101442,4104.32863610026
7,pm5,UD,PosteriorBulb,0,66.9198838267722,4080.02101442,4104.32863610026
7,pm5,RS,PosteriorBulb,0,58.4698947760577,4080.02101442,4104.32863610026
7,pm5,RD,PosteriorBulb,0,58.836557625236,4080.02101442,4104.32863610026
7,pm5,US,AnteriorBulb,0,63.1430078850601,4080.02101442,4104.32863610026
7,pm5,UD,AnteriorBulb,0,66.9198838267722,4080.02101442,4104.32863610026
7,pm5,RS,AnteriorBulb,0,58.4698947760577,4080.02101442,4104.32863610026
7,pm5,RD,AnteriorBulb,0,58.836557625236,4080.02101442,4104.32863610026
7,pm5,US,SidesOfTip,0,63.1430078850601,4080.02101442,4104.32863610026
7,pm5,UD,SidesOfTip,0,66.9198838267722,4080.02101442,4104.32863610026
7,pm5,RS,SidesOfTip,0,58.4698947760577,4080.02101442,4104.32863610026
7,pm5,RD,SidesOfTip,0,58.836557625236,4080.02101442,4104.32863610026
7,pm5,US,Tip,0,63.1430078850601,4080.02101442,4104.32863610026
7,pm5,UD,Tip,0,66.9198838267722,4080.02101442,4104.32863610026
7,pm5,RS,Tip,0,58.4698947760577,4080.02101442,4104.32863610026
7,pm5,RD,Tip,0,58.836557625236,4080.02101442,4104.32863610026
7,pm6,US,PosteriorBulb,0,61.2296036783914,6995.59503180122,6964.33666609856
7,pm6,UD,PosteriorBulb,0,63.3042990030538,6995.59503180122,6964.33666609856
7,pm6,RS,PosteriorBulb,0,38.0882247512237,6995.59503180122,6964.33666609856
7,pm6,RD,PosteriorBulb,0,37.1009286936484,6995.59503180122,6964.33666609856
7,pm6,US,AnteriorBulb,0,61.2296036783914,6995.59503180122,6964.33666609856
7,pm6,UD,AnteriorBulb,0,63.3042990030538,6995.59503180122,6964.33666609856
7,pm6,RS,AnteriorBulb,0,38.0882247512237,6995.59503180122,6964.33666609856
7,pm6,RD,AnteriorBulb,0,37.1009286936484,6995.59503180122,6964.33666609856
7,pm6,US,SidesOfTip,0,61.2296036783914,6995.59503180122,6964.33666609856
7,pm6,UD,SidesOfTip,0,63.3042990030538,6995.59503180122,6964.33666609856
7,pm6,RS,SidesOfTip,0,38.0882247512237,6995.59503180122,6964.33666609856
7,pm6,RD,SidesOfTip,0,37.1009286936484,6995.59503180122,6964.33666609856
7,pm6,US,Tip,0,61.2296036783914,6995.59503180122,6964.33666609856
7,pm6,UD,Tip,0,63.3042990030538,6995.59503180122,6964.33666609856
7,pm6,RS,Tip,0,38.0882247512237,6995.59503180122,6964.33666609856
7,pm6,RD,Tip,0,37.1009286936484,6995.59503180122,6964.33666609856
7,pm7,US,PosteriorBulb,0,42.9428527275665,10491.8174214523,10522.8684854452
7,pm7,UD,PosteriorBulb,0,48.7529344532637,10491.8174214523,10522.8684854452
7,pm7,RS,PosteriorBulb,0,36.1312867332399,10491.8174214523,10522.8684854452
7,pm7,RD,PosteriorBulb,0,39.4690805321766,10491.8174214523,10522.8684854452
7,pm7,US,AnteriorBulb,0,42.9428527275665,10491.8174214523,10522.8684854452
7,pm7,UD,AnteriorBulb,0,48.7529344532637,10491.8174214523,10522.8684854452
7,pm7,RS,AnteriorBulb,0,36.1312867332399,10491.8174214523,10522.8684854452
7,pm7,RD,AnteriorBulb,0,39.4690805321766,10491.8174214523,10522.8684854452
7,pm7,US,SidesOfTip,0,42.9428527275665,10491.8174214523,10522.8684854452
7,pm7,UD,SidesOfTip,0,48.7529344532637,10491.8174214523,10522.8684854452
7,pm7,RS,SidesOfTip,0,36.1312867332399,10491.8174214523,10522.8684854452
7,pm7,RD,SidesOfTip,0,39.4690805321766,10491.8174214523,10522.8684854452
7,pm7,US,Tip,0,42.9428527275665,10491.8174214523,10522.8684854452
7,pm7,UD,Tip,0,48.7529344532637,10491.8174214523,10522.8684854452
7,pm7,RS,Tip,0,36.1312867332399,10491.8174214523,10522.8684854452
7,pm7,RD,Tip,0,39.4690805321766,10491.8174214523,10522.8684854452
7,medial_axis,US,PosteriorBulb,0,61.5682938798418,6348.17115024479,6337.67626764801
7,medial_axis,UD,PosteriorBulb,0,67.1512957255233,6348.17115024479,6337.67626764801
7,medial_axis,RS,PosteriorBulb,0,46.423252117342,6348.17115024479,6337.67626764801
7,medial_axis,RD,PosteriorBulb,0,45.1158139775795,6348.17115024479,6337.67626764801
7,medial_axis,US,AnteriorBulb,0,61.5682938798418,6348.17115024479,6337.67626764801
7,medial_axis,UD,AnteriorBulb,0,67.1512957255233,6348.17115024479,6337.67626764801
7,medial_axis,RS,AnteriorBulb,0,46.423252117342,6348.17115024479,6337.67626764801
7,medial_axis,RD,AnteriorBulb,0,45.1158139775795,6348.17115024479,6337.67626764801
7,medial_axis,US,SidesOfTip,0,61.5682938798418,6348.17115024479,6337.67626764801
7,medial_axis,UD,SidesOfTip,0,67.1512957255233,6348.17115024479,6337.67626764801
7,medial_axis,RS,SidesOfTip,0,46.423252117342,6348.17115024479,6337.67626764801
7,medial_axis,RD,SidesOfTip,0,45.1158139775795,6348.17115024479,6337.67626764801
7,medial_axis,US,Tip,0,61.5682938798418,6348.17115024479,6337.67626764801
7,medial_axis,UD,Tip,0,67.1512957255233,6348.17115024479,6337.67626764801
7,medial_axis,RS,Tip,0,46.423252117342,6348.17115024479,6337.67626764801
7,medial_axis,RD,Tip,0,45.1158139775795,6348.17115024479,6337.67626764801
7,pharynx,US,PosteriorBulb,0,60.5121709310011,6109.08272763071,6098.55439017191
7,pharynx,UD,PosteriorBulb,0,65.4165164510516,6109.08272763071,6098.55439017191
7,pharynx,RS,PosteriorBulb,0,45.7608453554532,6109.08272763071,6098.55439017191
7,pharynx,RD,PosteriorBulb,0,43.6173529661856,6109.08272763071,6098.55439017191
7,pharynx,US,AnteriorBulb,0,60.5121709310011,6109.08272763071,6098.55439017191
7,pharynx,UD,AnteriorBulb,0,65.4165164510516,6109.08272763071,6098.55439017191
7,pharynx,RS,AnteriorBulb,0,45.7608453554532,6109.08272763071,6098.55439017191
7,pharynx,RD,AnteriorBulb,0,43.6173529661856,6109.08272763071,6098.55439017191
7,pharynx,US,SidesOfTip,0,60.5121709310011,6109.08272763071,6098.55439017191
7,pharynx,UD,SidesOfTip,0,65.4165164510516,6109.08272763071,6098.55439017191
7,pharynx,RS,SidesOfTip,0,45.7608453554532,6109.08272763071,6098.55439017191
7,pharynx,RD,SidesOfTip,0,43.6173529661856,6109.08272763071,6098.55439017191
7,pharynx,US,Tip,0,60.5121709310011,6109.08272763071,6098.55439017191
7,pharynx,UD,Tip,0,65.4165164510516,6109.08272763071,6098.55439017191
7,pharynx,RS,Tip,0,45.7608453554532,6109.08272763071,6098.55439017191
7,pharynx,RD,Tip,0,43.6173529661856,6109.08272763071,6098.55439017191
8,postPM3,US,PosteriorBulb,0,74.9767028069031,3882.94409346959,3876.1269477168
8,postPM3,UD,PosteriorBulb,0,71.3593666004236,3882.94409346959,3876.1269477168
8,postPM3,RS,PosteriorBulb,0,56.8661780852398,3882.94409346959,3876.1269477168
8,postPM3,RD,PosteriorBulb,0,48.7482329326848,3882.94409346959,3876.1269477168
8,postPM3,US,AnteriorBulb,0,74.9767028069031,3882.94409346959,3876.1269477168
8,postPM3,UD,AnteriorBulb,0,71.3593666004236,3882.94409346959,3876.1269477168
8,postPM3,RS,AnteriorBulb,0,56.8661780852398,3882.94409346959,3876.1269477168
8,postPM3,RD,AnteriorBulb,0,48.7482329326848,3882.94409346959,3876.1269477168
8,postPM3,US,SidesOfTip,0,74.9767028069031,3882.94409346959,3876.1269477168
8,postPM3,UD,SidesOfTip,0,71.3593666004236,3882.94409346959,3876.1269477168
8,postPM3,RS,SidesOfTip,0,56.8661780852398,3882.94409346959,3876.1269477168
8,postPM3,RD,SidesOfTip,0,48.7482329326848,3882.94409346959,3876.1269477168
8,postPM3,US,Tip,0,74.9767028069031,3882.94409346959,3876.1269477168
8,postPM3,UD,Tip,0,71.3593666004236,3882.94409346959,3876.1269477168
8,postPM3,RS,Tip,0,56.8661780852398,3882.94409346959,3876.1269477168
8,postPM3,RD,Tip,0,48.7482329326848,3882.94409346959,3876.1269477168
8,prePM7,US,PosteriorBulb,0,121.253937890455,3786.02286139157,3675.34092461716
8,prePM7,UD,PosteriorBulb,0,110.681936774415,3786.02286139157,3675.34092461716
8,prePM7,RS,PosteriorBulb,0,67.6418397077517,3786.02286139157,3675.34092461716
8,prePM7,RD,PosteriorBulb,0,60.5740236320236,3786.02286139157,3675.34092461716
8,prePM7,US,AnteriorBulb,0,121.253937890455,3786.02286139157,3675.34092461716
8,prePM7,UD,AnteriorBulb,0,110.681936774415,3786.02286139157,3675.34092461716
8,prePM7,RS,AnteriorBulb,0,67.6418397077517,3786.02286139157,3675.34092461716
8,prePM7,RD,AnteriorBulb,0,60.5740236320236,3786.02286139157,3675.34092461716
8,prePM7,US,SidesOfTip,0,121.253937890455,3786.02286139157,3675.34092461716
8,prePM7,UD,SidesOfTip,0,110.681936774415,3786.02286139157,3675.34092461716
8,prePM7,RS,SidesOfTip,0,67.6418397077517,3786.02286139157,3675.34092461716
8,prePM7,RD,SidesOfTip,0,60.5740236320236,3786.02286139157,3675.34092461716
8,prePM7,US,Tip,0,121.253937890455,3786.02286139157,3675.34092461716
8,prePM7,UD,Tip,0,110.681936774415,3786.02286139157,3675.34092461716
8,prePM7,RS,Tip,0,67.6418397077517,3786.02286139157,3675.34092461716
8,prePM7,RD,Tip,0,60.5740236320236,3786.02286139157,3675.34092461716
8,pm3,US,PosteriorBulb,0,57.301061553853,7086.72987906623,7053.98375276291
8,pm3,UD,PosteriorBulb,0,66.0063493245018,7086.72987906623,7053.98375276291
8,pm3,RS,PosteriorBulb,0,55.9450912056342,7086.72987906623,7053.98375276291
8,pm3,RD,PosteriorBulb,0,59.2876592399617,7086.72987906623,7053.98375276291
8,pm3,US,AnteriorBulb,0,57.301061553853,7086.72987906623,7053.98375276291
8,pm3,UD,AnteriorBulb,0,66.0063493245018,7086.72987906623,7053.98375276291
8,pm3,RS,AnteriorBulb,0,55.9450912056342,7086.72987906623,7053.98375276291
8,pm3,RD,AnteriorBulb,0,59.2876592399617,7086.72987906623,7053.98375276291
8,pm3,US,SidesOfTip,0,57.301061553853,7086.72987906623,7053.98375276291
8,pm3,UD,SidesOfTip,0,66.0063493245018,7086.72987906623,7053.98375276291
8,pm3,RS,SidesOfTip,0,55.9450912056342,7086.72987906623,7053.98375276291
8,pm3,RD,SidesOfTip,0,59.2876592399617,7086.72987906623,7053.98375276291
8,pm3,US,Tip,0,57.301061553853,7086.72987906623,7053.98375276291
8,pm3,UD,Tip,0,66.0063493245018,7086.72987906623,7053.98375276291
8,pm3,RS,Tip,0,55.9450912056342,7086.72987906623,7053.98375276291
8,pm3,RD,Tip,0,59.2876592399617,7086.72987906623,7053.98375276291
8,pm4,US,PosteriorBulb,0,57.2902509122716,8612.65852982928,8559.15038941156
8,pm4,UD,PosteriorBulb,0,58.9521956833759,8612.65852982928,8559.15038941156
8,pm4,RS,PosteriorBulb,0,47.0396736321251,8612.65852982928,8559.15038941156
8,pm4,RD,PosteriorBulb,0,51.814645313006,8612.65852982928,8559.15038941156
8,pm4,US,AnteriorBulb,0,57.2902509122716,8612.65852982928,8559.15038941156
8,pm4,UD,AnteriorBulb,0,58.9521956833759,8612.65852982928,8559.15038941156
8,pm4,RS,AnteriorBulb,0,47.0396736321251,8612.65852982928,8559.15038941156
8,pm4,RD,AnteriorBulb,0,51.814645313006,8612.65852982928,8559.15038941156
8,pm4,US,SidesOfTip,0,57.2902509122716,8612.65852982928,8559.15038941156
8,pm4,UD,SidesOfTip,0,58.9521956833759,8612.65852982928,8559.15038941156
8,pm4,RS,SidesOfTip,0,47.0396736321251,8612.65852982928,8559.15038941156
8,pm4,RD,SidesOfTip,0,51.814645313006,8612.65852982928,8559.15038941156
8,pm4,US,Tip,0,57.2902509122716,8612.65852982928,8559.15038941156
8,pm4,UD,Tip,0,58.9521956833759,8612.65852982928,8559.15038941156
8,pm4,RS,Tip,0,47.0396736321251,8612.65852982928,8559.15038941156
8,pm4,RD,Tip,0,51.814645313006,8612.65852982928,8559.15038941156
8,pm5,US,PosteriorBulb,0,59.8342044020179,4097.49643398863,4093.63573458872
8,pm5,UD,PosteriorBulb,0,56.6782486965694,4097.49643398863,4093.63573458872
8,pm5,RS,PosteriorBulb,0,42.5019034466189,4097.49643398863,4093.63573458872
8,pm5,RD,PosteriorBulb,0,42.8213286939737,4097.49643398863,4093.63573458872
8,pm5,US,AnteriorBulb,0,59.8342044020179,4097.49643398863,4093.63573458872
8,pm5,UD,AnteriorBulb,0,56.6782486965694,4097.49643398863,4093.63573458872
8,pm5,RS,AnteriorBulb,0,42.5019034466189,4097.49643398863,4093.63573458872
8,pm5,RD,AnteriorBulb,0,42.8213286939737,4097.49643398863,4093.63573458872
8,pm5,US,SidesOfTip,0,59.8342044020179,4097.49643398863,4093.63573458872
8,pm5,UD,SidesOfTip,0,56.6782486965694,4097.49643398863,4093.63573458872
8,pm5,RS,SidesOfTip,0,42.5019034466189,4097.49643398863,4093.63573458872
8,pm5,RD,SidesOfTip,0,42.8213286939737,4097.49643398863,4093.63573458872
8,pm5,US,Tip,0,59.8342044020179,4097.49643398863,4093.63573458872
8,pm5,UD,Tip,0,56.6782486965694,4097.49643398863,4093.63573458872
8,pm5,RS,Tip,0,42.5019034466189,4097.49643398863,4093.63573458872
8,pm5,RD,Tip,0,42.8213286939737,4097.49643398863,4093.63573458872
8,pm6,US,PosteriorBulb,0,36.3296694614448,6971.35541254875,6992.98799279264
8,pm6,UD,PosteriorBulb,0,26.5643755048408,6971.35541254875,6992.98799279264
8,pm6,RS,PosteriorBulb,0,36.1687968528282,6971.35541254875,6992.98799279264
8,pm6,RD,PosteriorBulb,0,22.2929224504511,6971.35541254875,6992.98799279264
8,pm6,US,AnteriorBulb,0,36.3296694614448,6971.35541254875,6992.98799279264
8,pm6,UD,AnteriorBulb,0,26.5643755048408,6971.35541254875,6992.98799279264
8,pm6,RS,AnteriorBulb,0,36.1687968528282,6971.35541254875,6992.98799279264
8,pm6,RD,AnteriorBulb,0,22.2929224504511,6971.35541254875,6992.98799279264
8,pm6,US,SidesOfTip,0,36.3296694614448,6971.35541254875,6992.98799279264
8,pm6,UD,SidesOfTip,0,26.5643755048408,6971.35541254875,6992.98799279264
8,pm6,RS,SidesOfTip,0,36.1687968528282,6971.35541254875,6992.98799279264
8,pm6,RD,SidesOfTip,0,22.2929224504511,6971.35541254875,6992.98799279264
8,pm6,US,Tip,0,36.3296694614448,6971.35541254875,6992.98799279264
8,pm6,UD,Tip,0,26.5643755048408,6971.35541254875,6992.98799279264
8,pm6,RS,Tip,0,36.1687968528282,6971.35541254875,6992.98799279264
8,pm6,RD,Tip,0,22.2929224504511,6971.35541254875,6992.98799279264
8,pm7,US,PosteriorBulb,0,184.692811485818,10570.6729397615,10443.9170859009
8,pm7,UD,PosteriorBulb,0,164.536021277785,10570.6729397615,10443.9170859009
8,pm7,RS,PosteriorBulb,0,167.312685065246,10570.6729397615,10443.9170859009
8,pm7,RD,PosteriorBulb,0,135.199133875185,10570.6729397615,10443.9170859009
8,pm7,US,AnteriorBulb,0,184.692811485818,10570.6729397615,10443.9170859009
8,pm7,UD,AnteriorBulb,0,164.536021277785,10570.6729397615,10443.9170859009
8,pm7,RS,AnteriorBulb,0,167.312685065246,10570.6729397615,10443.9170859009
8,pm7,RD,AnteriorBulb,0,135.199133875185,10570.6729397615,10443.9170859009
8,pm7,US,SidesOfTip,0,184.692811485818,10570.6729397615,10443.9170859009
8,pm7,UD,SidesOfTip,0,164.536021277785,10570.6729397615,10443.9170859009
8,pm7,RS,SidesOfTip,0,167.312685065246,10570.6729397615,10443.9170859009
8,pm7,RD,SidesOfTip,0,135.199133875185,10570.6729397615,10443.9170859009
8,pm7,US,Tip,0,184.692811485818,10570.6729397615,10443.9170859009
8,pm7,UD,Tip,0,164.536021277785,10570.6729397615,10443.9170859009
8,pm7,RS,Tip,0,167.312685065246,10570.6729397615,10443.9170859009
8,pm7,RD,Tip,0,135.199133875185,10570.6729397615,10443.9170859009
8,medial_axis,US,PosteriorBulb,0,72.3855433638566,6345.67888243043,6313.2148841946
8,medial_axis,UD,PosteriorBulb,0,70.6274936447212,6345.67888243043,6313.2148841946
8,medial_axis,RS,PosteriorBulb,0,57.7243998005069,6345.67888243043,6313.2148841946
8,medial_axis,RD,PosteriorBulb,0,54.9432438562608,6345.67888243043,6313.2148841946
8,medial_axis,US,AnteriorBulb,0,72.3855433638566,6345.67888243043,6313.2148841946
8,medial_axis,UD,AnteriorBulb,0,70.6274936447212,6345.67888243043,6313.2148841946
8,medial_axis,RS,AnteriorBulb,0,57.7243998005069,6345.67888243043,6313.2148841946
8,medial_axis,RD,AnteriorBulb,0,54.9432438562608,6345.67888243043,6313.2148841946
8,medial_axis,US,SidesOfTip,0,72.3855433638566,6345.67888243043,6313.2148841946
8,medial_axis,UD,SidesOfTip,0,70.6274936447212,6345.67888243043,6313.2148841946
8,medial_axis,RS,SidesOfTip,0,57.7243998005069,6345.67888243043,6313.2148841946
8,medial_axis,RD,SidesOfTip,0,54.9432438562608,6345.67888243043,6313.2148841946
8,medial_axis,US,Tip,0,72.3855433638566,6345.67888243043,6313.2148841946
8,medial_axis,UD,Tip,0,70.6274936447212,6345.67888243043,6313.2148841946
8,medial_axis,RS,Tip,0,57.7243998005069,6345.67888243043,6313.2148841946
8,medial_axis,RD,Tip,0,54.9432438562608,6345.67888243043,6313.2148841946
8,pharynx,US,PosteriorBulb,0,71.0299596644056,6108.62609116692,6076.87892815793
8,pharynx,UD,PosteriorBulb,0,68.6855991489477,6108.62609116692,6076.87892815793
8,pharynx,RS,PosteriorBulb,0,56.4542838756854,6108.62609116692,6076.87892815793
8,pharynx,RD,PosteriorBulb,0,53.5170605692922,6108.62609116692,6076.87892815793
8,pharynx,US,AnteriorBulb,0,71.0299596644056,6108.62609116692,6076.87892815793
8,pharynx,UD,AnteriorBulb,0,68.6855991489477,6108.62609116692,6076.87892815793
8,pharynx,RS,AnteriorBulb,0,56.4542838756854,6108.62609116692,6076.87892815793
8,pharynx,RD,AnteriorBulb,0,53.5170605692922,6108.62609116692,6076.87892815793
8,pharynx,US,SidesOfTip,0,71.0299596644056,6108.62609116692,6076.87892815793
8,pharynx,UD,SidesOfTip,0,68.6855991489477,6108.62609116692,6076.87892815793
8,pharynx,RS,SidesOfTip,0,56.4542838756854,6108.62609116692,6076.87892815793
8,pharynx,RD,SidesOfTip,0,53.5170605692922,6108.62609116692,6076.87892815793
8,pharynx,US,Tip,0,71.0299596644056,6108.62609116692,6076.87892815793
8,pharynx,UD,Tip,0,68.6855991489477,6108.62609116692,6076.87892815793
8,pharynx,RS,Tip,0,56.4542838756854,6108.62609116692,6076.87892815793
8,pharynx,RD,Tip,0,53.5170605692922,6108.62609116692,6076.87892815793
9,postPM3,US,PosteriorBulb,0,68.4590897883798,3905.25917874194,3877.29669460369
9,postPM3,UD,PosteriorBulb,0,67.6873309001919,3905.25917874194,3877.29669460369
9,postPM3,RS,PosteriorBulb,0,47.0154273110784,3905.25917874194,3877.29669460369
9,postPM3,RD,PosteriorBulb,0,35.8105621033305,3905.25917874194,3877.29669460369
9,postPM3,US,AnteriorBulb,0,68.4590897883798,3905.25917874194,3877.29669460369
9,postPM3,UD,AnteriorBulb,0,67.6873309001919,3905.25917874194,3877.29669460369
9,postPM3,RS,AnteriorBulb,0,47.0154273110784,3905.25917874194,3877.29669460369
9,postPM3,RD,AnteriorBulb,0,35.8105621033305,3905.25917874194,3877.29669460369
9,postPM3,US,SidesOfTip,0,68.4590897883798,3905.25917874194,3877.29669460369
9,postPM3,UD,SidesOfTip,0,67.6873309001919,3905.25917874194,3877.29669460369
9,postPM3,RS,SidesOfTip,0,47.0154273110784,3905.25917874194,3877.29669460369
9,postPM3,RD,SidesOfTip,0,35.8105621033305,3905.25917874194,3877.29669460369
9,postPM3,US,Tip,0,68.4590897883798,3905.25917874194,3877.29669460369
9,postPM3,UD,Tip,0,67.6873309001919,3905.25917874194,3877.29669460369
9,postPM3,RS,Tip,0,47.0154273110784,3905.25917874194,3877.29669460369
9,postPM3,RD,Tip,0,35.8105621033305,3905.25917874194,3877.29669460369
9,prePM7,US,PosteriorBulb,0,50.5801279548748,3723.87066457017,3660.79763056264
9,prePM7,UD,PosteriorBulb,0,63.0730340075265,3723.87066457017,3660.79763056264
9,prePM7,RS,PosteriorBulb,0,17.4765757985294,3723.87066457017,3660.79763056264
9,prePM7,RD,PosteriorBulb,0,21.671608152724,3723.87066457017,3660.79763056264
9,prePM7,US,AnteriorBulb,0,50.5801279548748,3723.87066457017,3660.79763056264
9,prePM7,UD,AnteriorBulb,0,63.0730340075265,3723.87066457017,3660.79763056264
9,prePM7,RS,AnteriorBulb,0,17.4765757985294,3723.87066457017,3660.79763056264
9,prePM7,RD,AnteriorBulb,0,21.671608152724,3723.87066457017,3660.79763056264
9,prePM7,US,SidesOfTip,0,50.5801279548748,3723.87066457017,3660.79763056264
9,prePM7,UD,SidesOfTip,0,63.0730340075265,3723.87066457017,3660.79763056264
9,prePM7,RS,SidesOfTip,0,17.4765757985294,3723.87066457017,3660.79763056264
9,prePM7,RD,SidesOfTip,0,21.671608152724,3723.87066457017,3660.79763056264
9,prePM7,US,Tip,0,50.5801279548748,3723.87066457017,3660.79763056264
9,prePM7,UD,Tip,0,63.0730340075265,3723.87066457017,3660.79763056264
9,prePM7,RS,Tip,0,17.4765757985294,3723.87066457017,3660.79763056264
9,prePM7,RD,Tip,0,21.671608152724,3723.87066457017,3660.79763056264
9,pm3,US,PosteriorBulb,0,81.4086071563214,7010.00088876978,7025.27119272064
9,pm3,UD,PosteriorBulb,0,85.7256143299202,7010.00088876978,7025.27119272064
9,pm3,RS,PosteriorBulb,0,69.4555246425431,7010.00088876978,7025.27119272064
9,pm3,RD,PosteriorBulb,0,74.3881573099367,7010.00088876978,7025.27119272064
9,pm3,US,AnteriorBulb,0,81.4086071563214,7010.00088876978,7025.27119272064
9,pm3,UD,AnteriorBulb,0,85.7256143299202,7010.00088876978,7025.27119272064
9,pm3,RS,AnteriorBulb,0,69.4555246425431,7010.00088876978,7025.27119272064
9,pm3,RD,AnteriorBulb,0,74.3881573099367,7010.00088876978,7025.27119272064
9,pm3,US,SidesOfTip,0,81.4086071563214,7010.00088876978,7025.27119272064
9,pm3,UD,SidesOfTip,0,85.7256143299202,7010.00088876978,7025.27119272064
9,pm3,RS,SidesOfTip,0,69.4555246425431,7010.00088876978,7025.27119272064
9,pm3,RD,SidesOfTip,0,74.3881573099367,7010.00088876978,7025.27119272064
9,pm3,US,Tip,0,81.4086071563214,7010.00088876978,7025.27119272064
9,pm3,UD,Tip,0,85.7256143299202,7010.00088876978,7025.27119272064
9,pm3,RS,Tip,0,69.4555246425431,7010.00088876978,7025.27119272064
9,pm3,RD,Tip,0,74.3881573099367,7010.00088876978,7025.27119272064
9,pm4,US,PosteriorBulb,0,85.590920570037,8533.11157639653,8593.24696556181
9,pm4,UD,PosteriorBulb,0,94.1888881747661,8533.11157639653,8593.24696556181
9,pm4,RS,PosteriorBulb,0,59.207176852588,8533.11157639653,8593.24696556181
9,pm4,RD,PosteriorBulb,0,69.6352320051343,8533.11157639653,8593.24696556181
9,pm4,US,AnteriorBulb,0,85.590920570037,8533.11157639653,8593.24696556181
9,pm4,UD,AnteriorBulb,0,94.1888881747661,8533.11157639653,8593.24696556181
9,pm4,RS,AnteriorBulb,0,59.207176852588,8533.11157639653,8593.24696556181
9,pm4,RD,AnteriorBulb,0,69.6352320051343,8533.11157639653,8593.24696556181
9,pm4,US,SidesOfTip,0,85.590920570037,8533.11157639653,8593.24696556181
9,pm4,UD,SidesOfTip,0,94.1888881747661,8533.11157639653,8593.24696556181
9,pm4,RS,SidesOfTip,0,59.207176852588,8533.11157639653,8593.24696556181
9,pm4,RD,SidesOfTip,0,69.6352320051343,8533.11157639653,8593.24696556181
9,pm4,US,Tip,0,85.590920570037,8533.11157639653,8593.24696556181
9,pm4,UD,Tip,0,94.1888881747661,8533.11157639653,8593.24696556181
9,pm4,RS,Tip,0,59.207176852588,8533.11157639653,8593.24696556181
9,pm4,RD,Tip,0,69.6352320051343,8533.11157639653,8593.24696556181
9,pm5,US,PosteriorBulb,0,63.7383532295775,4049.12633981564,4081.47127487825
9,pm5,UD,PosteriorBulb,0,64.2682601595855,4049.12633981564,4081.47127487825
9,pm5,RS,PosteriorBulb,0,47.0836098545396,4049.12633981564,4081.47127487825
9,pm5,RD,PosteriorBulb,0,47.7368866986865,4049.12633981564,4081.47127487825
9,pm5,US,AnteriorBulb,0,63.7383532295775,4049.12633981564,4081.47127487825
9,pm5,UD,AnteriorBulb,0,64.2682601595855,4049.12633981564,4081.47127487825
9,pm5,RS,AnteriorBulb,0,47.0836098545396,4049.12633981564,4081.47127487825
9,pm5,RD,AnteriorBulb,0,47.7368866986865,4049.12633981564,4081.47127487825
9,pm5,US,SidesOfTip,0,63.7383532295775,4049.12633981564,4081.47127487825
9,pm5,UD,SidesOfTip,0,64.2682601595855,4049.12633981564,4081.47127487825
9,pm5,RS,SidesOfTip,0,47.0836098545396,4049.12633981564,4081.47127487825
9,pm5,RD,SidesOfTip,0,47.7368866986865,4049.12633981564,4081.47127487825
9,pm5,US,Tip,0,63.7383532295775,4049.12633981564,4081.47127487825
9,pm5,UD,Tip,0,64.2682601595855,4049.12633981564,4081.47127487825
