PosteriorBulb,AnteriorBulb,SidesOfTip,Tip,i410_1_prePM7,i410_1_pm7,i410_1_pm6,i410_1_pm5,i410_1_pm4,i410_1_pm3,i410_1_postPM3,i410_1_medialAxis,i410_1_pharynx,unreg_error_prePM7,unreg_error_pm7,unreg_error_pm6,unreg_error_pm5,unreg_error_pm4,unreg_error_pm3,unreg_error_postPM3,unreg_error_medialAxis,unreg_error_pharynx,reg_error_prePM7,reg_error_pm7,reg_error_pm6,reg_error_pm5,reg_error_pm4,reg_error_pm3,reg_error_postPM3,reg_error_medialAxis,reg_error_pharynx,unreg_error_single_mid_prePM7,unreg_error_single_mid_pm7,unreg_error_single_mid_pm6,unreg_error_single_mid_pm5,unreg_error_single_mid_pm4,unreg_error_single_mid_pm3,unreg_error_single_mid_postPM3,unreg_error_single_mid_medialAxis,unreg_error_single_mid_pharynx,reg_error_single_mid_prePM7,reg_error_single_mid_pm7,reg_error_single_mid_pm6,reg_error_single_mid_pm5,reg_error_single_mid_pm4,reg_error_single_mid_pm3,reg_error_single_mid_postPM3,reg_error_single_mid_medialAxis,reg_error_single_mid_pharynx,midline_dist_prePM7,midline_dist_pm7,midline_dist_pm6,midline_dist_pm5,midline_dist_pm4,midline_dist_pm3,midline_dist_postPM3,midline_dist_medialAxis,midline_dist_pharynx
1,1,1,1,5185.89539879099,10704.4948120836,7055.85616295047,4113.50156259092,8797.78524727077,7309.05982959912,3747.69501431376,6566.59035877144,6375.25372890718,22.998572171531,2.31425391058448,56.1696160276548,-83.0079789406861,27.2505489602812,-1.86596932206252,-38.4101052663384,-20.9018531694017,-18.7116693193398,25.7311321222315,-17.505150396834,7.44363923742323,-81.5086183897479,26.7774497061188,-6.18154496344287,-19.1819694673871,-28.4448819415858,-25.791099096234,-115.291746917801,-27.8367696993716,61.1486901460419,-23.1200902264905,23.1887669580337,19.4978296067773,-66.7548380075403,-6.58651139529718,-8.84420414144064,-13.3641344198279,-72.6137594966124,22.6976726561044,-22.1140320722946,23.1668430773142,17.2432780610997,-48.6040628059726,-7.49576010712857,-9.12865876573886,0.155807289136129,0.139795029693708,0.0757086455889833,0.154539316169403,0.067368843806799,0.291686876989459,0.307863390679069,0.182982880462766,0.185397665803821
0,0,0,0,5212.89567169044,10619.2556341829,6888.9225862065,4179.53137848153,8724.49918329376,7241.88177444016,3768.20303770879,6544.57528671791,6356.26110087888,84.0154483675458,86.0764734594142,35.4193845769439,75.8872422387092,128.465223051924,28.6846954136976,3.53449188707805,62.2967526336228,62.7872589251462,77.0612791571107,53.4418544577444,9.20958626554027,65.8606945051226,111.425750587889,28.9152781724603,41.5392890245523,52.0844510284989,53.341757447788,88.5007603092254,89.0621509837414,59.9365647480403,67.8756813788102,130.762734226789,23.1380805536663,-13.4345170887195,61.4464397106167,61.2166038643362,77.2353444714543,55.1396044660436,30.2857475610958,57.1909398393813,114.240550659088,27.5419723277381,34.8178952186126,51.7978322102795,52.5614706304081,0.0873374402895481,0.0520574903931737,0.052414177731135,0.0374508348885876,0.0123612260986446,0.0535797728429251,0.276606428488152,0.0546510180555015,0.0630805979214485
1,1,0,1,5083.86764814052,10365.3706139774,6757.4618098225,4077.68007659995,8532.05784773695,7177.9058397739,3679.98328159257,6431.09686103862,6243.65224739938,-218.810173895865,-11.7522383414346,-18.3779232425914,-28.3358630176677,-119.817967047483,-42.4206784853341,-59.3723515138802,-51.3914083423944,-53.7795463487588,-109.598230303456,-55.7089229268282,-21.4323996539946,-38.7893814753288,-131.175408527544,-46.4263555808173,-81.8808087701058,-56.8266519496763,-58.4830866799997,-68.1677890785472,-85.9141632028399,-57.8716786093506,-14.252196784559,-124.891975564991,-42.302825393958,-41.2124176540309,-47.423910589424,-47.2615901503504,-75.3780273077321,-80.6248249645133,-45.5478291459471,-25.5778984945709,-139.2990564106,-52.6767374940831,-75.104687071002,-59.5502379164586,-59.0376736553797,0.276193537227328,0.159029883459325,0.0940027684987145,0.0644596560953075,0.0586848046529165,0.0646571002839087,0.07983141041141,0.0832450344582243,0.0882609074485731
1,0,0,1,5232.6329710103,10395.9278624901,6763.12465711503,4082.1116770814,8534.81928793203,7186.85945500797,3727.4803461677,6450.00565985924,6265.39868894263,-12.3733197243336,-111.996792432848,-68.2682450113252,-49.2053019764816,-134.757153050874,-75.3322021312008,-43.5291882773999,-69.431887172011,-64.9301223757797,-62.7775625820599,-117.883525285355,-104.660831035542,-46.0792550427826,-122.550723614093,-70.2208269694723,-61.8614085400402,-73.1130674963825,-70.0332408987221,-141.842463388688,5.69172562288103,-53.5732791727992,-59.4112754492423,-85.3810925260257,-74.9652795822263,-18.7449234351479,-61.4198676831184,-59.2661899521208,-72.5088404221699,-43.2887419115744,-88.7969791876323,-53.2349120465668,-65.7342116615052,-63.0186619966634,-46.3660139255465,-55.8239664627587,-54.9463852353769,0.436686109181064,0.188324244831919,0.0860274755969491,0.0728198656027198,0.110511872498486,0.0341488378558083,0.240731824092218,0.101628593924381,0.115040907263079
0,0,0,0,5138.12411749532,10422.1799830862,6770.37188443259,4071.89406240936,8650.79858057306,7215.1543848838,3769.89263968537,6465.21413969308,6277.78952134492,-26.943245511978,101.328080074434,58.9710791280897,-36.0633823778452,14.2266881694759,14.3310315107334,-24.1712862420323,5.86147769208913,3.79361381789718,22.8599923948295,63.4512876623686,23.1378962319079,-32.0181637625504,25.4493839601443,18.4938682644661,-26.3540522074488,10.0194106933985,8.2961353611451,-37.0123608862581,68.7265134360363,29.3829049338252,-10.5114316197406,18.1517844730286,5.07121531520501,-79.6718317371012,0.971614340706784,-1.31424389830075,11.625212429523,36.9458081310782,4.34799940676876,-8.47752245521775,25.4806479750305,23.2582598028898,-31.3977540904101,11.9392703018734,10.3635578904354,0.0761660362522558,0.0960736061194603,0.0953817970814002,0.0880995044661004,0.0970230872505786,0.118146217491073,0.244341471130297,0.106840552777421,0.110700947617123
0,0,0,0,5266.59452014703,10317.7318025481,6679.18753445101,4069.62253064501,8574.44940662154,7155.58611115005,3769.20578435824,6435.22953043519,6250.37667688208,-45.4832994021216,-10.4336451673258,30.4247115584069,-16.6295090312036,-43.6862711416497,-22.1335479899529,81.3171273687778,-10.6328043976766,-8.38277880600609,-37.7944047397705,-36.9836693393531,-7.56581718092029,-12.9700510300428,-38.5878416095567,-39.388196161932,14.9757352036644,-22.8445665744886,-21.2500235393003,-49.0507047997291,-11.9516486218818,25.6240805958583,-21.0169582168163,-54.9650306284562,-42.5636980026292,-7.70321070744732,-25.3111747766227,-23.7741742796471,-47.8888474038961,-43.3156438664175,-16.8636013287987,-21.9271762345033,-56.6762173008735,-42.6466960905336,0.151608345996434,-32.8483121563893,-31.1478971474106,0.064745914250663,0.065143709168555,0.0735088155965236,0.0953242179759589,0.0931999240592928,0.170551158738088,0.231450341710048,0.119938811022351,0.122016027769813
0,0,0,0,5315.46751544472,10280.9206152219,6717.91488513052,4061.45179245003,8639.64384900339,7203.84581526884,3710.62046842084,6453.74985520937,6267.9566856534,50.6996815010551,-51.6333742547782,28.4011380962614,-26.8770057882559,-8.76346671781418,18.4635013216659,63.9955563372125,6.76890667668956,8.951844116005,-9.87636062533617,-26.6727931786031,16.115694731889,-24.5168971548396,-10.0660655087133,-7.9039900583589,-4.3858495437849,-8.99678190458759,-8.01569500873816,101.405983469752,-68.7775466411736,22.4296690850165,5.56886113463063,0.050936070077114,22.6208676250183,16.8808378937003,16.5606429812202,17.91381973981,13.976151000806,-16.8727972400914,32.1729441393612,7.45361804233028,-2.70369307989403,10.0171424301721,-5.84259835596594,9.22683457202465,9.72147161150076,0.0374440946703149,0.0324558814704024,0.0462215519053497,0.102280846046854,0.0177653278757416,0.0434234953574231,0.117269417240053,0.0588969082281348,0.0606375491174705
0,0,0,0,5204.56569714155,10394.6379951684,6712.86284092957,4078.9700998119,8628.43260164655,7178.43090455818,3692.13626048621,6448.47548925813,6261.21376383749,-3.3558601465954,131.745927091548,12.5907104061606,-1.14814091343395,49.1612078289188,38.6742021432181,-0.230713279367516,31.5851369007358,30.8097837729641,35.0308473180664,123.324053684473,15.9072927452693,3.71839216256889,54.0373959599533,45.3217727695472,7.06372372357062,38.753814735402,37.6119422853487,-120.851661927428,199.08194398314,54.6568900484879,7.06979900544813,28.3562492673546,37.05825597487,3.10851559949159,32.7633472083452,29.648143999315,4.89705779595982,144.692635737182,37.4425951239486,13.1779133649306,38.0794464704357,46.3088186969243,1.20735017921322,42.6555318860925,39.1982145406749,0.0582303159662476,0.0705638039809989,0.0662601206895725,0.0425086664345015,0.0388299948670439,0.092883660801517,0.0992668560156165,0.0658614855225891,0.0665091280704698
0,0,0,0,5259.02919189221,10269.6933972895,6619.50900187404,4032.93881109856,8547.11088345892,7092.72474093499,3758.02076199305,6388.73029686923,6208.25290108791,-47.2938900879177,27.4992913043809,5.02126994926812,-34.3417314282652,-66.5152360734786,-24.7445950582199,19.3802621759576,-22.6926576227218,-21.1311809668377,-11.0301257010636,-3.02811646914371,-22.7379706869216,-22.0332142947444,-63.0329194059463,-34.3803739733581,-4.55967489623453,-25.0530212844709,-23.546489479595,-70.6426890284108,-0.604094397543771,-15.1860000085138,-30.5838993406701,-54.1288821574419,-15.3787882367275,-8.12562026651244,-23.9209249473482,-22.8985746170134,-23.848812313037,-31.1418173071935,-38.3664079770437,-19.0599988170748,-53.0552540086045,-21.178153843373,-11.4336136876654,-23.6267000802897,-22.3110246351179,0.0612202905957582,0.0860081374887033,0.0998388752570615,0.0835225619453501,0.107246088692325,0.164092751356162,0.149384211782508,0.111723658725758,0.112320739893378
0,0,0,0,5320.72922453969,10350.1521738052,6679.26793699995,4081.06341209114,8670.41176413505,7182.45765985511,3766.15550107663,6454.94316580614,6269.92813254931,97.3150552048553,21.3673353016766,15.950745527345,22.2861260556784,28.0926552375533,27.2970991470679,13.7125390363724,21.305063592723,22.471603270607,74.1124602345864,33.1481183990143,33.1076859688936,10.1899738468567,11.8673797116683,24.9627783848602,24.6368674814656,15.8666547559233,17.5769222716022,72.5331356524159,-47.9780680023897,-37.0534501686891,21.4027421803445,28.717032684959,23.8941483817944,-16.8023642653469,9.95471328725779,9.62120112767725,44.5808801889978,-35.7477512656738,-21.280572470757,5.09428587276935,5.91191416791197,18.0649035504882,-5.57149670482677,0.226148937902002,0.9011744895048,0.0654659827510828,0.112379050087885,0.128306020973674,0.0639345434181056,0.0618878255904588,0.0632453733807589,0.0891776200778229,0.0735173137862018,0.0742237681016617
