pair_id,region,midline_strategy,error,i410_1,i410_2
15,pm4,RS,84.0448754752469,8583.07422327103,8499.02934779578
15,pm4,RD,52.1281462914841,8583.07422327103,8530.94607697954
15,pm4,WD,103.979890338132,8312.43096700226,8208.45107666413
15,pm4,FN,-12.2533947568064,8583.07422327103,8595.32761802783
15,pm3,US,59.9851515775264,7216.05735383768,7156.07220226015
15,pm3,UD,69.5262975317291,7216.05735383768,7146.53105630595
15,pm3,RS,47.0749173244273,7217.34543957935,7170.27052225492
15,pm3,RD,51.6139089846924,7217.34543957935,7165.73153059466
15,pm3,WD,62.8331585601582,7372.86121263505,7310.02805407489
15,pm3,FN,1.28808574167546,7217.34543957935,7216.05735383768
15,postPM3,US,33.9455264158569,3803.08353778276,3769.13801136691
15,postPM3,UD,49.3090872248103,3803.08353778276,3753.77445055795
15,postPM3,RS,7.84990081546057,3783.82575929719,3775.97585848173
15,postPM3,RD,13.9947742820548,3783.82575929719,3769.83098501513
15,postPM3,WD,-1.51053342653824,3802.36316602941,3803.87369945595
15,postPM3,FN,-19.2577784855775,3783.82575929719,3803.08353778276
15,medialAxis,US,38.2339232982044,6437.24032958151,6399.00640628331
15,medialAxis,UD,35.4792452515395,6437.24032958151,6401.76108432997
15,medialAxis,RS,32.5084060929885,6437.56999684261,6405.06159074962
15,medialAxis,RD,29.1201584985294,6437.56999684261,6408.44983834409
15,medialAxis,WD,60.2814060132417,6389.75296910511,6329.47156309186
15,medialAxis,FN,0.329667261099875,6437.56999684261,6437.24032958151
15,pharynx,US,37.7430125091525,6252.3829891386,6214.63997662945
15,pharynx,UD,35.6487739018009,6252.3829891386,6216.7342152368
15,pharynx,RS,32.2704482430703,6252.38298913861,6220.11254089554
15,pharynx,RD,29.3980730734139,6252.38298913861,6222.9849160652
15,pharynx,WD,58.8724388078673,6210.27968249948,6151.40724369161
15,pharynx,FN,1.1959855328314e-11,6252.38298913861,6252.3829891386
16,prePM7,US,40.7943697970384,5117.66016015197,5076.86579035493
16,prePM7,UD,-87.5977887057487,5117.66016015197,5205.25794885772
16,prePM7,RS,-8.57628401618599,5198.83217493477,5207.40845895095
16,prePM7,RD,-19.3251205660639,5198.83217493477,5218.15729550083
16,prePM7,WD,-3.20505394723268,4511.62241509928,4514.82746904652
16,prePM7,FN,81.1720147827967,5198.83217493477,5117.66016015197
16,pm7,US,-81.9360300050894,10331.1904998992,10413.1265299043
16,pm7,UD,1.8881169025061,10331.1904998992,10329.3023829967
16,pm7,RS,-51.4501511728303,10258.9338438973,10310.3839950702
16,pm7,RD,-7.41364406090398,10258.9338438973,10266.3474879582
16,pm7,WD,-98.6066473502314,9978.30465831826,10076.9113056685
16,pm7,FN,-72.2566560019057,10258.9338438973,10331.1904998992
16,pm6,US,-31.29042554008,6714.66681177338,6745.95723731346
16,pm6,UD,19.7395309652358,6714.66681177338,6694.92728080814
16,pm6,RS,-31.1806722812859,6700.89773672048,6732.07840900177
16,pm6,RD,15.5637296111692,6700.89773672048,6685.33400710931
16,pm6,WD,-271.747535373519,7378.88987909353,7650.63741446705
16,pm6,FN,-13.7690750528988,6700.89773672048,6714.66681177338
16,pm5,US,-9.5510081836568,4037.70774807769,4047.25875626135
16,pm5,UD,0.377733285984102,4037.70774807769,4037.33001479171
16,pm5,RS,-9.9283601395366,4037.45376725126,4047.3821273908
16,pm5,RD,3.28607107588558,4037.45376725126,4034.16769617537
16,pm5,WD,17.3867050193516,3976.31778810331,3958.93108308396
16,pm5,FN,-0.253980826434075,4037.45376725126,4037.70774807769
16,pm4,US,-104.681947454647,8488.97242797052,8593.65437542517
16,pm4,UD,-104.354529336102,8488.97242797052,8593.32695730663
16,pm4,RS,-96.0584380955166,8473.46416381583,8569.52260191134
16,pm4,RD,-87.465250091733,8473.46416381583,8560.92941390756
16,pm4,WD,-95.7503092270668,8123.16888770801,8218.91919693508
16,pm4,FN,-15.5082641547007,8473.46416381583,8488.97242797052
16,pm3,US,-79.382588387896,7148.99964140765,7228.38222979554
16,pm3,UD,-57.5286088443211,7148.99964140765,7206.52825025197
16,pm3,RS,-76.1781782108913,7153.27022181,7229.4484000209
16,pm3,RD,-54.8432025179389,7153.27022181,7208.11342432794
16,pm3,WD,-119.003927917127,7249.24769962789,7368.25162754502
16,pm3,FN,4.27058040235817,7153.27022181,7148.99964140765
16,postPM3,US,-4.36829078343885,3725.55889663793,3729.92718742136
16,postPM3,UD,40.7106621157819,3725.55889663793,3684.84823452214
16,postPM3,RS,-8.99188907010322,3716.15182572768,3725.14371479778
16,postPM3,RD,5.87007603686435,3716.15182572768,3710.28174969081
16,postPM3,WD,19.3199881169598,3683.47001773408,3664.15002961712
16,postPM3,FN,-9.40707091024744,3716.15182572768,3725.55889663793
16,medialAxis,US,-42.3325050678433,6392.60020046158,6434.93270552942
16,medialAxis,UD,-26.4736959043712,6392.60020046158,6419.07389636595
16,medialAxis,RS,-42.7790797956935,6392.85249064788,6435.63157044357
16,medialAxis,RD,-20.1743569358597,6392.85249064788,6413.02684758374
16,medialAxis,WD,-56.7082826512711,6332.2585251709,6388.96680782217
16,medialAxis,FN,0.252290186303162,6392.85249064788,6392.60020046158
16,pharynx,US,-39.5107179370114,6209.48315400784,6248.99387194485
16,pharynx,UD,-26.3129590375234,6209.48315400784,6235.79611304536
16,pharynx,RS,-40.1689540221811,6209.48315400785,6249.65210803003
16,pharynx,RD,-20.5420400043246,6209.48315400785,6230.02519401217
16,pharynx,WD,-53.9094135972781,6151.71668757561,6205.62610117289
16,pharynx,FN,1.2128111848142e-11,6209.48315400785,6209.48315400784
17,prePM7,US,-68.3170557806063,5229.48454707939,5297.80160286
17,prePM7,UD,70.1171070462199,5229.48454707939,5159.36744003317
17,prePM7,RS,-16.7161712397672,5302.10397829854,5318.82014953831
17,prePM7,RD,-0.46381994864104,5302.10397829854,5302.56779824718
17,prePM7,WD,170.955905973553,4374.57065635934,4203.61475038579
17,prePM7,FN,72.6194312191503,5302.10397829854,5229.48454707939
17,pm7,US,44.7671181572585,10267.7518128694,10222.9846947122
17,pm7,UD,-31.9098968343725,10267.7518128694,10299.6617097038
17,pm7,RS,32.324714354126,10190.7194262143,10158.3947118601
17,pm7,RD,8.92183303101588,10190.7194262143,10181.7975931832
17,pm7,WD,11.4511619446916,9573.62513726028,9562.17397531559
17,pm7,FN,-77.0323866551884,10190.7194262143,10267.7518128694
17,pm6,US,9.18829180301202,6698.61016783638,6689.42187603337
17,pm6,UD,-43.2511255870895,6698.61016783638,6741.86129342347
17,pm6,RS,-2.24566226740706,6693.75948478131,6696.00514704872
17,pm6,RD,-45.0305885978079,6693.75948478131,6738.79007337912
17,pm6,WD,174.264832979982,8595.65776026574,8421.39292728575
17,pm6,FN,-4.85068305506536,6693.75948478131,6698.61016783638
17,pm5,US,-11.7653628646741,4021.42936733667,4033.19473020135
17,pm5,UD,-12.8730440527958,4021.42936733667,4034.30241138947
17,pm5,RS,-4.61700159601511,4021.73776621822,4026.35476781423
17,pm5,RD,-8.45265006232767,4021.73776621822,4030.19041628055
17,pm5,WD,-39.0746635848582,4259.09607895551,4298.17074254036
17,pm5,FN,0.308398881546894,4021.73776621822,4021.42936733667
17,pm4,US,-22.7220627844853,8520.07379358994,8542.79585637443
17,pm4,UD,-56.7947087177827,8520.07379358994,8576.86850230773
17,pm4,RS,2.73676088585003,8502.57396863138,8499.83720774554
17,pm4,RD,-37.1249543042236,8502.57396863138,8539.69892293561
17,pm4,WD,-55.5641461817463,7483.50740617106,7539.07155235281
17,pm4,FN,-17.4998249585581,8502.57396863138,8520.07379358994
17,pm3,US,12.6202396552212,7266.36054603486,7253.74030637964
17,pm3,UD,17.3779191481967,7266.36054603486,7248.98262688666
17,pm3,RS,56.7461411009485,7265.30656748811,7208.56042638717
17,pm3,RD,51.5345641869069,7265.30656748811,7213.7720033012
17,pm3,WD,27.1609457229817,7509.66284266969,7482.5018969467
17,pm3,FN,-1.05397854674604,7265.30656748811,7266.36054603486
17,postPM3,US,-105.909899736179,3585.72595629765,3691.63585603383
17,postPM3,UD,-81.2904639654247,3585.72595629765,3667.01642026308
17,postPM3,RS,-10.9120551736605,3582.82999477852,3593.74204995218
17,postPM3,RD,-19.2327590668851,3582.82999477852,3602.06275384541
17,postPM3,WD,-35.1435045904891,3600.63557017984,3635.77907477033
17,postPM3,FN,-2.89596151913202,3582.82999477852,3585.72595629765
17,medialAxis,US,-10.9927505045568,6410.56029739292,6421.55304789747
17,medialAxis,UD,-13.8023224778321,6410.56029739292,6424.36261987075
17,medialAxis,RS,16.0890697905338,6411.31826783096,6395.22919804043
17,medialAxis,RD,3.04163573698729,6411.31826783096,6408.27663209398
17,medialAxis,WD,18.4123680949779,6456.9874009591,6438.57503286412
17,medialAxis,FN,0.757970438043623,6411.31826783096,6410.56029739292
17,pharynx,US,-15.1141125795381,6225.26364050305,6240.37775308259
17,pharynx,UD,-15.1640817926269,6225.26364050305,6240.42772229567
17,pharynx,RS,12.5975952072946,6225.26364050306,6212.66604529577
17,pharynx,RD,1.4231774945605,6225.26364050306,6223.8404630085
17,pharynx,WD,14.21581503581,6265.22890897759,6251.01309394178
17,pharynx,FN,1.2128111848142e-11,6225.26364050306,6225.26364050305
18,prePM7,US,17.4909773515372,5099.14731461797,5081.65633726644
18,prePM7,UD,22.7005400153796,5099.14731461797,5076.44677460259
18,prePM7,RS,-25.0001811765166,5185.27317954831,5210.27336072483
18,prePM7,RD,-12.7765676897901,5185.27317954831,5198.0497472381
18,prePM7,WD,15.4401912912887,4638.79313313942,4623.35294184813
18,prePM7,FN,86.1258649303359,5185.27317954831,5099.14731461797
18,pm7,US,-167.403442145693,10246.5332339856,10413.9366761313
18,pm7,UD,-150.636312529824,10246.5332339856,10397.1695465154
18,pm7,RS,-129.85387492992,10150.947759255,10280.8016341849
18,pm7,RD,-111.973765686157,10150.947759255,10262.9215249412
18,pm7,WD,-367.898347963674,9376.92370550598,9744.82205346966
18,pm7,FN,-95.5854747306062,10150.947759255,10246.5332339856
18,pm6,US,-81.6176192350274,6670.90595379921,6752.52357303424
18,pm6,UD,-73.3420316775737,6670.90595379921,6744.24798547679
18,pm6,RS,-33.1175557295347,6670.92749518433,6704.04505091386
18,pm6,RD,-29.3343063792419,6670.92749518433,6700.26180156357
18,pm6,WD,-116.48381142235,7550.40052769269,7666.88433911504
18,pm6,FN,0.0215413851133235,6670.92749518433,6670.90595379921
18,pm5,US,-1.34760482472804,4047.95690940953,4049.30451423426
18,pm5,UD,18.792090867887,4047.95690940953,4029.16481854164
18,pm5,RS,-3.33884176785756,4049.98830575542,4053.32714752327
18,pm5,RD,17.2788278551772,4049.98830575542,4032.70947790024
18,pm5,WD,62.4409803938423,4037.71144372144,3975.2704633276
18,pm5,FN,2.03139634588713,4049.98830575542,4047.95690940953
18,pm4,US,32.4670097709142,8560.58877613981,8528.1217663689
18,pm4,UD,-16.9699810593272,8560.58877613981,8577.55875719914
18,pm4,RS,22.5800661282245,8543.16223417195,8520.58216804373
18,pm4,RD,-28.6551822808669,8543.16223417195,8571.81741645282
18,pm4,WD,-132.658940419182,8257.99164969134,8390.65059011052
18,pm4,FN,-17.4265419678599,8543.16223417195,8560.58877613981
18,pm3,US,39.5651989379723,7175.6861536461,7136.12095470812
18,pm3,UD,37.5322277512073,7175.6861536461,7138.15392589489
18,pm3,RS,40.6582031393925,7181.61227562154,7140.95407248215
18,pm3,RD,37.2537144657736,7181.61227562154,7144.35856115577
18,pm3,WD,54.583673776212,7378.55142867136,7323.96775489515
18,pm3,FN,5.92612197544626,7181.61227562154,7175.6861536461
18,postPM3,US,-55.1885420985858,3708.76451105441,3763.953053153
18,postPM3,UD,-58.4902878306878,3708.76451105441,3767.2547988851
18,postPM3,RS,-32.8536975561431,3695.88011379555,3728.73381135169
18,postPM3,RD,-31.977782950617,3695.88011379555,3727.85789674616
18,postPM3,WD,-91.9805055029039,3767.64273593481,3859.62324143771
18,postPM3,FN,-12.8843972588618,3695.88011379555,3708.76451105441
18,medialAxis,US,-9.66308744993612,6397.49454833485,6407.15763578479
18,medialAxis,UD,-9.40467956655945,6397.49454833485,6406.89922790141
18,medialAxis,RS,-6.51769927258468,6397.90840553558,6404.42610480816
18,medialAxis,RD,-6.51560218646436,6397.90840553558,6404.42400772204
18,medialAxis,WD,-26.1027040148643,6382.92373800871,6409.02644202358
18,medialAxis,FN,0.413857200730327,6397.90840553558,6397.49454833485
18,pharynx,US,-10.5426230527052,6214.68065501019,6225.2232780629
18,pharynx,UD,-9.82585561252217,6214.68065501019,6224.50651062272
18,pharynx,RS,-6.88229099702151,6214.68065501021,6221.56294600723
18,pharynx,RD,-6.45123006277587,6214.68065501021,6221.13188507298
18,pharynx,WD,-24.3971796681547,6203.79597654654,6228.1931562147
18,pharynx,FN,1.19871401693672e-11,6214.68065501021,6214.68065501019
19,prePM7,US,-15.572777928777,5100.98653875448,5116.55931668325
19,prePM7,UD,-18.9530224082101,5100.98653875448,5119.93956116268
19,prePM7,RS,20.1576364692239,5177.92821732091,5157.77058085168
19,prePM7,RD,25.0832298997315,5177.92821732091,5152.84498742118
19,prePM7,WD,62.3483201145176,4262.03367735699,4199.68535724247
19,prePM7,FN,76.9416785664333,5177.92821732091,5100.98653875448
19,pm7,US,171.503918340773,10329.0803888763,10157.5764705355
19,pm7,UD,174.461279257313,10329.0803888763,10154.619109619
19,pm7,RS,108.922486232295,10236.4267688817,10127.5042826495
19,pm7,RD,113.16201372211,10236.4267688817,10123.2647551596
19,pm7,WD,34.8522199447096,9474.41817041377,9439.56595046906
19,pm7,FN,-92.6536199945532,10236.4267688817,10329.0803888763
19,pm6,US,167.067967542227,6781.52084256622,6614.45287502399
19,pm6,UD,169.909552189639,6781.52084256622,6611.61129037658
19,pm6,RS,100.161180807954,6784.75240675965,6684.5912259517
19,pm6,RD,107.806794453308,6784.75240675965,6676.94561230634
19,pm6,WD,72.5358110261202,8129.64470329774,8057.10889227162
19,pm6,FN,3.23156419343456,6784.75240675965,6781.52084256622
19,pm5,US,56.7629665948806,4049.12553402074,3992.36256742586
19,pm5,UD,49.5096465307156,4049.12553402074,3999.61588749003
19,pm5,RS,59.1741387461143,4050.86125677363,3991.68711802752
19,pm5,RD,53.5640488193886,4050.86125677363,3997.29720795425
19,pm5,WD,50.3393623073072,4223.14558823178,4172.80622592447
19,pm5,FN,1.73572275288986,4050.86125677363,4049.12553402074
19,pm4,US,32.5249748418466,8611.04618439388,8578.52120955203
19,pm4,UD,84.6969993734466,8611.04618439388,8526.34918502043
19,pm4,RS,45.86392912743,8592.7054300588,8546.84150093137
19,pm4,RD,100.659401644709,8592.7054300588,8492.04602841409
19,pm4,WD,131.250237921761,7974.57575335425,7843.32551543249
19,pm4,FN,-18.3407543350737,8592.7054300588,8611.04618439388
19,pm3,US,46.2730733497765,7098.29686187535,7052.02378852557
19,pm3,UD,47.7213890883547,7098.29686187535,7050.57547278699
19,pm3,RS,59.6486636358411,7104.94823181396,7045.29956817812
19,pm3,RD,62.050579783663,7104.94823181396,7042.89765203029
19,pm3,WD,33.530536243483,7320.64561881099,7287.11508256751
19,pm3,FN,6.65136993860891,7104.94823181396,7098.29686187535
19,postPM3,US,-25.0073854204234,3721.31628160507,3746.32366702549
19,postPM3,UD,-10.9546935078912,3721.31628160507,3732.27097511296
19,postPM3,RS,-0.262875553429306,3721.60556853883,3721.86844409226
19,postPM3,RD,15.8476169578916,3721.60556853883,3705.75795158094
19,postPM3,WD,35.2736024133384,3884.89111258622,3849.61751017288
19,postPM3,FN,0.289286933759589,3721.60556853883,3721.31628160507
19,medialAxis,US,59.5698601928563,6410.650753169,6351.08089297614
19,medialAxis,UD,65.8732301550672,6410.650753169,6344.77752301393
19,medialAxis,RS,59.5199430710236,6411.0265243801,6351.50658130908
19,medialAxis,RD,68.4067898749629,6411.0265243801,6342.61973450514
19,medialAxis,WD,58.8652620487564,6431.95397744453,6373.08871539577
19,medialAxis,FN,0.375771211101356,6411.0265243801,6410.650753169
19,pharynx,US,55.166795558801,6225.82723391659,6170.66043835779
19,pharynx,UD,61.5729098115174,6225.82723391659,6164.25432410507
19,pharynx,RS,55.4191529541609,6225.8272339166,6170.40808096244
19,pharynx,RD,64.3533148117305,6225.8272339166,6161.47391910488
19,pharynx,WD,57.7886182515579,6250.31730453896,6192.5286862874
19,pharynx,FN,1.17324816528708e-11,6225.8272339166,6225.82723391659
20,prePM7,US,53.953769026388,5121.01686778204,5067.06309875565
20,prePM7,UD,51.4678008034528,5121.01686778204,5069.54906697859
20,prePM7,RS,0.420150314507808,5206.23286601986,5205.81271570536
20,prePM7,RD,-9.19245674854185,5206.23286601986,5215.42532276841
20,prePM7,WD,-7.57759897884581,4213.20431850551,4220.78191748435
20,prePM7,FN,85.215998237827,5206.23286601986,5121.01686778204
20,pm7,US,-27.8861571152682,10280.1412432493,10308.0274003645
20,pm7,UD,-26.9520601263581,10280.1412432493,10307.0933033756
20,pm7,RS,-38.5908024129425,10187.2195107459,10225.8103131588
20,pm7,RD,-41.7723562986233,10187.2195107459,10228.9918670445
20,pm7,WD,7.70147495953348,9600.21749946868,9592.51602450915
20,pm7,FN,-92.9217325033902,10187.2195107459,10280.1412432493
20,pm6,US,-13.8606921800858,6690.78526367779,6704.64595585788
20,pm6,UD,-20.3697582881854,6690.78526367779,6711.15502196598
20,pm6,RS,-46.4299522157063,6690.81647547932,6737.24642769502
20,pm6,RD,-59.373734637064,6690.81647547932,6750.19021011638
20,pm6,WD,-29.3484630549694,8132.23957231438,8161.58803536934
20,pm6,FN,0.0312118015248188,6690.81647547932,6690.78526367779
20,pm5,US,-14.2824636763826,4025.59455809506,4039.87702177144
20,pm5,UD,-24.1396973560521,4025.59455809506,4049.73425545111
20,pm5,RS,-15.3287904518647,4026.29323778563,4041.62202823749
20,pm5,RD,-22.883543224672,4026.29323778563,4049.1767810103
20,pm5,WD,-9.04388425596284,4179.8605168061,4188.90440106206
20,pm5,FN,0.69867969056673,4026.29323778563,4025.59455809506
20,pm4,US,-144.411858213601,8437.48110709438,8581.89296530798
20,pm4,UD,-147.647738185925,8437.48110709438,8585.1288452803
20,pm4,RS,-140.47746630797,8416.61080988547,8557.08827619344
20,pm4,RD,-140.941625715244,8416.61080988547,8557.55243560072
20,pm4,WD,-73.9857910501282,7729.37855435841,7803.36434540854
20,pm4,FN,-20.8702972089043,8416.61080988547,8437.48110709438
20,pm3,US,-80.6263459047411,7085.00449063439,7165.63083653914
20,pm3,UD,-73.0864315016811,7085.00449063439,7158.09092213608
20,pm3,RS,-67.931068124114,7090.09469747406,7158.02576559817
20,pm3,RD,-68.9518898697636,7090.09469747406,7159.04658734382
20,pm3,WD,-55.1141386681305,7283.55855700182,7338.67269566995
20,pm3,FN,5.09020683966293,7090.09469747406,7085.00449063439
20,postPM3,US,-40.1011538615846,3739.68105632803,3779.78221018961
20,postPM3,UD,2.5781995638747,3739.68105632803,3737.10285676415
20,postPM3,RS,-39.3439712750468,3727.93841915769,3767.28239043274
20,postPM3,RD,-22.4980979346299,3727.93841915769,3750.43651709232
20,postPM3,WD,15.8892889107219,3904.69578340293,3888.80649449221
20,postPM3,FN,-11.7426371703372,3727.93841915769,3739.68105632803
20,medialAxis,US,-48.6070463119855,6360.2142785002,6408.82132481218
20,medialAxis,UD,-49.4505686346416,6360.2142785002,6409.66484713484
20,medialAxis,RS,-51.6657570955501,6360.62523368473,6412.29099078028
20,medialAxis,RD,-56.3120202018009,6360.62523368473,6416.93725388653
20,medialAxis,WD,-30.9785782616988,6379.10321982453,6410.08179808623
20,medialAxis,FN,0.41095518453117,6360.62523368473,6360.2142785002
20,pharynx,US,-46.1372855992214,6179.48597742472,6225.62326302394
20,pharynx,UD,-45.2114300027758,6179.48597742472,6224.6974074275
20,pharynx,RS,-49.6435298450178,6179.48597742474,6229.12950726975
20,pharynx,RD,-52.9238746806305,6179.48597742474,6232.40985210537
20,pharynx,WD,-27.0726440975009,6201.33141755777,6228.40406165527
20,pharynx,FN,1.23827703646384e-11,6179.48597742474,6179.48597742472
21,prePM7,US,66.5182829385803,5167.74198517067,5101.22370223209
21,prePM7,UD,-77.3675738806149,5167.74198517067,5245.10955905129
21,prePM7,RS,3.26397503559652,5247.05696653608,5243.79299150049
21,prePM7,RD,-7.99459321381695,5247.05696653608,5255.0515597499
21,prePM7,WD,-12.7918908247308,4200.82653171679,4213.61842254152
21,prePM7,FN,79.3149813654129,5247.05696653608,5167.74198517067
21,pm7,US,23.4741617514449,10263.6296447123,10240.1554829608
21,pm7,UD,84.2518735864434,10263.6296447123,10179.3777711258
21,pm7,RS,18.5096909213204,10181.1434096414,10162.6337187201
21,pm7,RD,44.1722836707526,10181.1434096414,10136.9711259707
21,pm7,WD,148.451642390433,9560.13659315418,9411.68495076374
21,pm7,FN,-82.4862350708688,10181.1434096414,10263.6296447123
21,pm6,US,54.7185377990713,6742.43785626786,6687.71931846878
21,pm6,UD,119.565006292899,6742.43785626786,6622.87284997496
21,pm6,RS,26.3809655443383,6739.7925149093,6713.41154936496
21,pm6,RD,104.811486275507,6739.7925149093,6634.98102863379
21,pm6,WD,5.61925260659791,8128.24936166972,8122.63010906313
21,pm6,FN,-2.64534135855956,6739.7925149093,6742.43785626786
21,pm5,US,10.9627478913338,4055.21700358437,4044.25425569304
21,pm5,UD,15.6294833705665,4055.21700358437,4039.58752021381
21,pm5,RS,4.77318441582219,4057.28629478881,4052.51311037299
21,pm5,RD,10.7986142495449,4057.28629478881,4046.48768053927
21,pm5,WD,15.7681461616654,4142.03946097244,4126.27131481078
21,pm5,FN,2.06929120443771,4057.28629478881,4055.21700358437
21,pm4,US,-32.6270549934298,8522.13559495145,8554.76264994488
21,pm4,UD,38.8939176459952,8522.13559495145,8483.24167730546
21,pm4,RS,-41.9283071216902,8512.86717399206,8554.79548111375
21,pm4,RD,34.6854104366076,8512.86717399206,8478.18176355546
21,pm4,WD,101.419637325971,7755.57728471038,7654.15764738441
21,pm4,FN,-9.26842095938574,8512.86717399206,8522.13559495145
21,pm3,US,-25.2081289065381,7164.2898623541,7189.49799126064
21,pm3,UD,8.12712222849321,7164.2898623541,7156.16274012561
21,pm3,RS,-18.6996074894943,7169.46516898733,7188.16477647683
21,pm3,RD,29.2691546081508,7169.46516898733,7140.19601437918
21,pm3,WD,18.9214588572503,7364.59008850544,7345.66862964818
21,pm3,FN,5.17530663323312,7169.46516898733,7164.2898623541
21,postPM3,US,-46.6582411898251,3737.19689075483,3783.85513194465
21,postPM3,UD,-74.8001220950992,3737.19689075483,3811.99701284993
21,postPM3,RS,4.03910386768508,3732.89637287071,3728.85726900303
21,postPM3,RD,11.6349489610955,3732.89637287071,3721.26142390962
21,postPM3,WD,24.2403179282447,3851.54822636432,3827.30790843607
21,postPM3,FN,-4.30051788411697,3732.89637287071,3737.19689075483
21,medialAxis,US,7.98046496301581,6415.37714848767,6407.39668352465
21,medialAxis,UD,29.2160037974046,6415.37714848767,6386.16114469026
21,medialAxis,RS,-2.78649577076394,6415.85011550902,6418.63661127979
21,medialAxis,RD,34.3114966102691,6415.85011550902,6381.53861889875
21,medialAxis,WD,31.8570214622326,6387.29844975053,6355.4414282883
21,medialAxis,FN,0.472967021355486,6415.85011550902,6415.37714848767
21,pharynx,US,7.12477779130319,6231.78895892856,6224.66418113725
21,pharynx,UD,24.1064512817003,6231.78895892856,6207.68250764686
21,pharynx,RS,-2.43245913674547,6231.78895892857,6234.22141806531
21,pharynx,RD,31.0429800215804,6231.78895892857,6200.74597890699
21,pharynx,WD,35.5951378669512,6207.00465615137,6171.40951828442
21,pharynx,FN,1.20007825898938e-11,6231.78895892857,6231.78895892856
22,prePM7,US,58.328490849274,5090.32219954311,5031.99370869384
22,prePM7,UD,43.1647318394301,5090.32219954311,5047.15746770368
22,prePM7,RS,-8.85636918024183,5182.15009852895,5191.00646770919
22,prePM7,RD,-24.4542107884048,5182.15009852895,5206.60430931735
22,prePM7,WD,-120.601882065175,4371.89157819394,4492.49346025911
22,prePM7,FN,91.8278989858397,5182.15009852895,5090.32219954311
22,pm7,US,23.7986635050808,10358.3401958377,10334.5415323326
22,pm7,UD,19.9521651034009,10358.3401958377,10338.3880307343
22,pm7,RS,62.5910404034309,10266.1714256902,10203.5803852867
22,pm7,RD,46.3625383130087,10266.1714256902,10219.8088873771
22,pm7,WD,174.052973812815,9783.50424979075,9609.45127597793
22,pm7,FN,-92.1687701475209,10266.1714256902,10358.3401958377
22,pm6,US,-71.6520022226032,6734.02417916992,6805.67618139252
22,pm6,UD,-99.8086548353173,6734.02417916992,6833.83283400523
22,pm6,RS,-37.8186210641392,6726.07937622136,6763.8979972855
22,pm6,RD,-83.2498895969532,6726.07937622136,6809.32926581832
22,pm6,WD,-20.5100865666091,7708.52264836879,7729.0327349354
22,pm6,FN,-7.94480294855032,6726.07937622136,6734.02417916992
22,pm5,US,10.3810262020724,4054.93928700036,4044.55826079829
22,pm5,UD,-55.6701632099293,4054.93928700036,4110.60945021029
22,pm5,RS,6.06846869597665,4056.24560285602,4050.17713416004
22,pm5,RD,-62.1722365872312,4056.24560285602,4118.41783944325
22,pm5,WD,30.1135574210707,3987.85811967047,3957.74456224941
22,pm5,FN,1.30631585565416,4056.24560285602,4054.93928700036
22,pm4,US,-62.2234835557895,8608.89962114796,8671.12310470375
22,pm4,UD,-48.5788620810607,8608.89962114796,8657.47848322902
22,pm4,RS,-70.4853381426509,8587.17869334699,8657.66403148964
22,pm4,RD,-62.0691041054433,8587.17869334699,8649.24779745244
22,pm4,WD,-95.9646305929113,8083.81841239941,8179.78304299232
22,pm4,FN,-21.7209278009692,8587.17869334699,8608.89962114796
22,pm3,US,14.0119365816448,7200.25835325881,7186.24641667716
22,pm3,UD,17.1442217976863,7200.25835325881,7183.11413146112
22,pm3,RS,10.2971576132514,7200.05518662857,7189.75802901532
22,pm3,RD,11.0989149359292,7200.05518662857,7188.95627169264
22,pm3,WD,20.7267175958222,7366.03345662203,7345.30673902621
22,pm3,FN,-0.203166630232736,7200.05518662857,7200.25835325881
22,postPM3,US,-7.49462627073255,3752.31637042413,3759.81099669487
22,postPM3,UD,-31.3645995331785,3752.31637042413,3783.68096995731
22,postPM3,RS,-2.68997114974878,3745.1943901211,3747.88436127085
22,postPM3,RD,-14.1314574917243,3745.1943901211,3759.32584761283
22,postPM3,WD,-39.2784329857001,3804.93251866369,3844.2109516494
22,postPM3,FN,-7.12198030303019,3745.1943901211,3752.31637042413
22,medialAxis,US,-0.883435460520889,6426.91576591621,6427.79920137673
22,medialAxis,UD,-21.4275698124482,6426.91576591621,6448.34333572866
22,medialAxis,RS,-3.06776534242401,6427.56076196911,6430.62852731153
22,medialAxis,RD,-28.1067366031182,6427.56076196911,6455.66749857223
22,medialAxis,WD,4.21880304603266,6377.04389255699,6372.82508951095
22,medialAxis,FN,0.644996052900689,6427.56076196911,6426.91576591621
22,pharynx,US,-0.239471278852438,6244.13550283034,6244.37497410919
22,pharynx,UD,-19.7382504087946,6244.13550283034,6263.87375323913
22,pharynx,RS,-2.75349735007731,6244.13550283035,6246.88900018043
22,pharynx,RD,-26.3177946902802,6244.13550283035,6270.45329752063
22,pharynx,WD,0.699821561767213,6194.92221488799,6194.22239332622
22,pharynx,FN,1.23191057355143e-11,6244.13550283035,6244.13550283034
23,prePM7,US,113.408750380559,5013.10751751177,4899.69876713121
23,prePM7,UD,80.3226277660908,5013.10751751177,4932.78488974568
23,prePM7,RS,-2.74252047711143,5088.00868137211,5090.75120184922
23,prePM7,RD,-0.372267108888987,5088.00868137211,5088.380948481
23,prePM7,WD,-41.6705949923755,4568.46747166035,4610.13806665272
23,prePM7,FN,74.9011638603419,5088.00868137211,5013.10751751177
23,pm7,US,-92.0041079989666,10260.6767247144,10352.6808327134
