pair_id,region,midline_strategy,error,i410_1,i410_2
4,pm7,UD,-111.996792432848,10395.9278624901,10507.924654923
4,pm7,RS,-43.2887419115744,10321.7259715691,10365.0147134807
4,pm7,RD,-117.883525285355,10321.7259715691,10439.6094968545
4,pm7,WD,140.141302450393,9578.45827989943,9438.31697744904
4,pm7,FN,-74.201890920984,10321.7259715691,10395.9278624901
4,pm6,US,-53.5732791727992,6763.12465711503,6816.69793628783
4,pm6,UD,-68.2682450113252,6763.12465711503,6831.39290212636
4,pm6,RS,-88.7969791876323,6757.43885485351,6846.23583404114
4,pm6,RD,-104.660831035542,6757.43885485351,6862.09968588905
4,pm6,WD,137.753865018044,8484.10141918561,8346.34755416756
4,pm6,FN,-5.68580226152073,6757.43885485351,6763.12465711503
4,pm5,US,-59.4112754492423,4082.1116770814,4141.52295253064
4,pm5,UD,-49.2053019764816,4082.1116770814,4131.31697905788
4,pm5,RS,-53.2349120465668,4082.93629166424,4136.1712037108
4,pm5,RD,-46.0792550427826,4082.93629166424,4129.01554670702
4,pm5,WD,-57.5085568631408,4246.3674007571,4303.87595762024
4,pm5,FN,0.824614582835763,4082.93629166424,4082.1116770814
4,pm4,US,-85.3810925260257,8534.81928793203,8620.20038045806
4,pm4,UD,-134.757153050874,8534.81928793203,8669.5764409829
4,pm4,RS,-65.7342116615052,8523.73353258065,8589.46774424216
4,pm4,RD,-122.550723614093,8523.73353258065,8646.28425619475
4,pm4,WD,-138.598958640661,7772.25161455163,7910.85057319229
4,pm4,FN,-11.0857553513814,8523.73353258065,8534.81928793203
4,pm3,US,-74.9652795822263,7186.85945500797,7261.8247345902
4,pm3,UD,-75.3322021312008,7186.85945500797,7262.19165713917
4,pm3,RS,-63.0186619966634,7194.35530177969,7257.37396377635
4,pm3,RD,-70.2208269694723,7194.35530177969,7264.57612874916
4,pm3,WD,-57.8697425923555,7395.31812811395,7453.18787070631
4,pm3,FN,7.49584677171737,7194.35530177969,7186.85945500797
4,postPM3,US,-18.7449234351479,3727.4803461677,3746.22526960284
4,postPM3,UD,-43.5291882773999,3727.4803461677,3771.0095344451
4,postPM3,RS,-46.3660139255465,3722.96505883157,3769.33107275711
4,postPM3,RD,-61.8614085400402,3722.96505883157,3784.82646737161
4,postPM3,WD,-14.8602192109725,3765.74392793739,3780.60414714837
4,postPM3,FN,-4.51528733613024,3722.96505883157,3727.4803461677
4,medialAxis,US,-61.4198676831184,6450.00565985924,6511.42552754236
4,medialAxis,UD,-69.431887172011,6450.00565985924,6519.43754703126
4,medialAxis,RS,-55.8239664627587,6451.15532142809,6506.97928789085
4,medialAxis,RD,-73.1130674963825,6451.15532142809,6524.26838892447
4,medialAxis,WD,-20.9241173023732,6466.62393151322,6487.54804881559
4,medialAxis,FN,1.14966156884704,6451.15532142809,6450.00565985924
4,pharynx,US,-59.2661899521208,6265.39868894263,6324.66487889476
4,pharynx,UD,-64.9301223757797,6265.39868894263,6330.32881131841
4,pharynx,RS,-54.9463852353769,6265.39868894265,6320.34507417802
4,pharynx,RD,-70.0332408987221,6265.39868894265,6335.43192984137
4,pharynx,WD,-25.1652964191339,6276.32434683687,6301.48964325601
4,pharynx,FN,1.22190613183193e-11,6265.39868894265,6265.39868894263
5,prePM7,US,-37.0123608862581,5138.12411749532,5175.13647838158
5,prePM7,UD,-26.943245511978,5138.12411749532,5165.0673630073
5,prePM7,RS,11.625212429523,5219.48093573145,5207.85572330193
5,prePM7,RD,22.8599923948295,5219.48093573145,5196.62094333662
5,prePM7,WD,-21.9776962684564,4858.54801861733,4880.52571488578
5,prePM7,FN,81.356818236129,5219.48093573145,5138.12411749532
5,pm7,US,68.7265134360363,10422.1799830862,10353.4534696502
5,pm7,UD,101.328080074434,10422.1799830862,10320.8519030118
5,pm7,RS,36.9458081310782,10349.6006695802,10312.6548614492
5,pm7,RD,63.4512876623686,10349.6006695802,10286.1493819179
5,pm7,WD,-226.743133712568,9829.64625220966,10056.3893859222
5,pm7,FN,-72.5793135059955,10349.6006695802,10422.1799830862
5,pm6,US,29.3829049338252,6770.37188443259,6740.98897949876
5,pm6,UD,58.9710791280897,6770.37188443259,6711.4008053045
5,pm6,RS,4.34799940676876,6754.64453375222,6750.29653434545
5,pm6,RD,23.1378962319079,6754.64453375222,6731.50663752031
5,pm6,WD,54.2855893782319,7121.05223907432,7066.76664969609
5,pm6,FN,-15.7273506803717,6754.64453375222,6770.37188443259
5,pm5,US,-10.5114316197406,4071.89406240936,4082.4054940291
5,pm5,UD,-36.0633823778452,4071.89406240936,4107.9574447872
5,pm5,RS,-8.47752245521775,4073.58924201469,4082.06676446991
5,pm5,RD,-32.0181637625504,4073.58924201469,4105.60740577724
5,pm5,WD,22.8899164961809,3954.22206474194,3931.33214824576
5,pm5,FN,1.69517960533047,4073.58924201469,4071.89406240936
5,pm4,US,18.1517844730286,8650.79858057306,8632.64679610003
5,pm4,UD,14.2266881694759,8650.79858057306,8636.57189240358
5,pm4,RS,25.4806479750305,8640.24734120023,8614.7666932252
5,pm4,RD,25.4493839601443,8640.24734120023,8614.79795724009
5,pm4,WD,1.08915380572207,8518.74745014497,8517.65829633925
5,pm4,FN,-10.551239372825,8640.24734120023,8650.79858057306
5,pm3,US,5.07121531520501,7215.1543848838,7210.0831695686
5,pm3,UD,14.3310315107334,7215.1543848838,7200.82335337307
5,pm3,RS,23.2582598028898,7218.03861047009,7194.7803506672
5,pm3,RD,18.4938682644661,7218.03861047009,7199.54474220563
5,pm3,WD,-64.2333163468717,7283.0838531996,7347.31716954648
5,pm3,FN,2.88422558629227,7218.03861047009,7215.1543848838
5,postPM3,US,-79.6718317371012,3769.89263968537,3849.56447142247
5,postPM3,UD,-24.1712862420323,3769.89263968537,3794.0639259274
5,postPM3,RS,-31.3977540904101,3762.25605379328,3793.6538078837
5,postPM3,RD,-26.3540522074488,3762.25605379328,3788.61010600073
5,postPM3,WD,-43.53604913585,3760.5217923466,3804.05784148245
5,postPM3,FN,-7.63658589208224,3762.25605379328,3769.89263968537
5,medialAxis,US,0.971614340706784,6465.21413969308,6464.24252535237
5,medialAxis,UD,5.86147769208913,6465.21413969308,6459.35266200099
5,medialAxis,RS,11.9392703018734,6465.17472246812,6453.23545216624
5,medialAxis,RD,10.0194106933985,6465.17472246812,6455.15531177472
5,medialAxis,WD,-18.7811836838664,6391.81674384558,6410.59792752945
5,medialAxis,FN,-0.0394172249562009,6465.17472246812,6465.21413969308
5,pharynx,US,-1.31424389830075,6277.78952134492,6279.10376524321
5,pharynx,UD,3.79361381789718,6277.78952134492,6273.99590752701
5,pharynx,RS,10.3635578904354,6277.78952134492,6267.42596345449
5,pharynx,RD,8.2961353611451,6277.78952134492,6269.49338598378
5,pharynx,WD,-19.9469079972447,6209.84359949498,6229.79050749222
5,pharynx,FN,1.16506271297112e-11,6277.78952134492,6277.78952134492
6,prePM7,US,-49.0507047997291,5266.59452014703,5315.64522494676
6,prePM7,UD,-45.4832994021216,5266.59452014703,5312.07781954915
6,prePM7,RS,-47.8888474038961,5355.29240625847,5403.18125366236
6,prePM7,RD,-37.7944047397705,5355.29240625847,5393.08681099824
6,prePM7,WD,4.89986297504035,4651.8896928528,4646.98982987776
6,prePM7,FN,88.6978861114349,5355.29240625847,5266.59452014703
6,pm7,US,-11.9516486218818,10317.7318025481,10329.68345117
6,pm7,UD,-10.4336451673258,10317.7318025481,10328.1654477154
6,pm7,RS,-43.3156438664175,10239.2834102178,10282.5990540843
6,pm7,RD,-36.9836693393531,10239.2834102178,10276.2670795572
6,pm7,WD,-25.7686359977739,9971.12030962824,9996.88894562602
6,pm7,FN,-78.4483923302218,10239.2834102178,10317.7318025481
6,pm6,US,25.6240805958583,6679.18753445101,6653.56345385515
6,pm6,UD,30.4247115584069,6679.18753445101,6648.7628228926
6,pm6,RS,-16.8636013287987,6663.06711889254,6679.93072022134
6,pm6,RD,-7.56581718092029,6663.06711889254,6670.63293607346
6,pm6,WD,5.23605834417965,7259.13635756007,7253.90029921589
6,pm6,FN,-16.1204155584667,6663.06711889254,6679.18753445101
6,pm5,US,-21.0169582168163,4069.62253064501,4090.63948886183
6,pm5,UD,-16.6295090312036,4069.62253064501,4086.25203967622
6,pm5,RS,-21.9271762345033,4073.31403188384,4095.24120811834
6,pm5,RD,-12.9700510300428,4073.31403188384,4086.28408291388
6,pm5,WD,-19.7026375906551,3933.48419270752,3953.18683029817
6,pm5,FN,3.69150123882619,4073.31403188384,4069.62253064501
6,pm4,US,-54.9650306284562,8574.44940662154,8629.41443725
6,pm4,UD,-43.6862711416497,8574.44940662154,8618.1356777632
6,pm4,RS,-56.6762173008735,8567.59531687568,8624.27153417656
6,pm4,RD,-38.5878416095567,8567.59531687568,8606.18315848524
6,pm4,WD,-138.701456965387,8360.69672362841,8499.3981805938
6,pm4,FN,-6.85408974586153,8567.59531687568,8574.44940662154
6,pm3,US,-42.5636980026292,7155.58611115005,7198.14980915268
6,pm3,UD,-22.1335479899529,7155.58611115005,7177.71965914
6,pm3,RS,-42.6466960905336,7161.95122185807,7204.5979179486
6,pm3,RD,-39.388196161932,7161.95122185807,7201.33941802
6,pm3,WD,-30.8682743701524,7309.66507690565,7340.53335127581
6,pm3,FN,6.36511070801916,7161.95122185807,7155.58611115005
6,postPM3,US,-7.70321070744732,3769.20578435824,3776.90899506569
6,postPM3,UD,81.3171273687778,3769.20578435824,3687.88865698946
6,postPM3,RS,0.151608345996434,3761.85963640501,3761.70802805902
6,postPM3,RD,14.9757352036644,3761.85963640501,3746.88390120135
6,postPM3,WD,0.381951833949015,3800.2821682279,3799.90021639395
6,postPM3,FN,-7.3461479532275,3761.85963640501,3769.20578435824
6,medialAxis,US,-25.3111747766227,6435.22953043519,6460.54070521181
6,medialAxis,UD,-10.6328043976766,6435.22953043519,6445.86233483287
6,medialAxis,RS,-32.8483121563893,6435.44103191268,6468.28934406907
6,medialAxis,RD,-22.8445665744886,6435.44103191268,6458.28559848717
6,medialAxis,WD,-35.2349770215464,6385.10562140959,6420.34059843114
6,medialAxis,FN,0.211501477487357,6435.44103191268,6435.22953043519
6,pharynx,US,-23.7741742796471,6250.37667688208,6274.15085116172
6,pharynx,UD,-8.38277880600609,6250.37667688208,6258.75945568808
6,pharynx,RS,-31.1478971474106,6250.37667688209,6281.5245740295
6,pharynx,RD,-21.2500235393003,6250.37667688209,6271.62670042139
6,pharynx,WD,-32.1169436409636,6204.04561546224,6236.16255910321
6,pharynx,FN,1.20326149044558e-11,6250.37667688209,6250.37667688208
7,prePM7,US,101.405983469752,5315.46751544472,5214.06153197497
7,prePM7,UD,50.6996815010551,5315.46751544472,5264.76783394366
7,prePM7,RS,13.976151000806,5400.3712427033,5386.3950917025
7,prePM7,RD,-9.87636062533617,5400.3712427033,5410.24760332864
7,prePM7,WD,62.6136610178958,4682.48357127424,4619.86991025635
7,prePM7,FN,84.9037272585851,5400.3712427033,5315.46751544472
7,pm7,US,-68.7775466411736,10280.9206152219,10349.6981618631
7,pm7,UD,-51.6333742547782,10280.9206152219,10332.5539894767
7,pm7,RS,-16.8727972400914,10208.5879775667,10225.4607748068
7,pm7,RD,-26.6727931786031,10208.5879775667,10235.2607707453
7,pm7,WD,-62.7787385481359,9831.80224727054,9894.58098581867
7,pm7,FN,-72.3326376552638,10208.5879775667,10280.9206152219
7,pm6,US,22.4296690850165,6717.91488513052,6695.4852160455
7,pm6,UD,28.4011380962614,6717.91488513052,6689.51374703426
7,pm6,RS,32.1729441393612,6701.69092869007,6669.5179845507
7,pm6,RD,16.115694731889,6701.69092869007,6685.57523395818
7,pm6,WD,75.4346804905901,7212.93396220073,7137.49928171014
7,pm6,FN,-16.2239564404537,6701.69092869007,6717.91488513052
7,pm5,US,5.56886113463063,4061.45179245003,4055.8829313154
7,pm5,UD,-26.8770057882559,4061.45179245003,4088.32879823829
7,pm5,RS,7.45361804233028,4063.58468221783,4056.1310641755
7,pm5,RD,-24.5168971548396,4063.58468221783,4088.10157937267
7,pm5,WD,13.4871792937873,3937.22232532301,3923.73514602923
7,pm5,FN,2.13288976780081,4063.58468221783,4061.45179245003
7,pm4,US,0.050936070077114,8639.64384900339,8639.59291293331
7,pm4,UD,-8.76346671781418,8639.64384900339,8648.4073157212
7,pm4,RS,-2.70369307989403,8631.23789798469,8633.94159106458
7,pm4,RD,-10.0660655087133,8631.23789798469,8641.3039634934
7,pm4,WD,51.9679587162404,8562.29945939666,8510.33150068042
7,pm4,FN,-8.40595101870175,8631.23789798469,8639.64384900339
7,pm3,US,22.6208676250183,7203.84581526884,7181.22494764382
7,pm3,UD,18.4635013216659,7203.84581526884,7185.38231394717
7,pm3,RS,10.0171424301721,7207.27225593177,7197.2551135016
7,pm3,RD,-7.9039900583589,7207.27225593177,7215.17624599013
7,pm3,WD,9.59418642410801,7279.17828445044,7269.58409802633
7,pm3,FN,3.42644066293342,7207.27225593177,7203.84581526884
7,postPM3,US,16.8808378937003,3710.62046842084,3693.73963052714
7,postPM3,UD,63.9955563372125,3710.62046842084,3646.62491208363
7,postPM3,RS,-5.84259835596594,3705.36876021057,3711.21135856654
7,postPM3,RD,-4.3858495437849,3705.36876021057,3709.75460975435
7,postPM3,WD,92.9996911222127,3670.69170566242,3577.69201454021
7,postPM3,FN,-5.2517082102723,3705.36876021057,3710.62046842084
7,medialAxis,US,16.5606429812202,6453.74985520937,6437.18921222815
7,medialAxis,UD,6.76890667668956,6453.74985520937,6446.98094853268
7,medialAxis,RS,9.22683457202465,6454.58733279528,6445.36049822326
7,medialAxis,RD,-8.99678190458759,6454.58733279528,6463.58411469987
7,medialAxis,WD,27.0665434987731,6381.27213605699,6354.20559255822
7,medialAxis,FN,0.837477585910658,6454.58733279528,6453.74985520937
7,pharynx,US,17.91381973981,6267.9566856534,6250.04286591359
7,pharynx,UD,8.951844116005,6267.9566856534,6259.0048415374
7,pharynx,RS,9.72147161150076,6267.95668565341,6258.23521404191
7,pharynx,RD,-8.01569500873816,6267.95668565341,6275.97238066215
7,pharynx,WD,28.1460444967627,6197.47535764297,6169.32931314621
7,pharynx,FN,1.2059899745509e-11,6267.95668565341,6267.9566856534
8,prePM7,US,-120.851661927428,5204.56569714155,5325.41735906898
8,prePM7,UD,-3.3558601465954,5204.56569714155,5207.92155728815
8,prePM7,RS,4.89705779595982,5292.28400287282,5287.38694507686
8,prePM7,RD,35.0308473180664,5292.28400287282,5257.25315555476
8,prePM7,WD,92.503746673063,4553.01280428147,4460.50905760841
8,prePM7,FN,87.7183057312702,5292.28400287282,5204.56569714155
8,pm7,US,199.08194398314,10394.6379951684,10195.5560511853
8,pm7,UD,131.745927091548,10394.6379951684,10262.8920680769
8,pm7,RS,144.692635737182,10319.5116940476,10174.8190583104
8,pm7,RD,123.324053684473,10319.5116940476,10196.1876403631
8,pm7,WD,242.572263804493,9912.35215123806,9669.77988743357
8,pm7,FN,-75.1263011208059,10319.5116940476,10394.6379951684
8,pm6,US,54.6568900484879,6712.86284092957,6658.20595088108
8,pm6,UD,12.5907104061606,6712.86284092957,6700.27213052341
8,pm6,RS,37.4425951239486,6692.29077895713,6654.84818383318
8,pm6,RD,15.9072927452693,6692.29077895713,6676.38348621186
8,pm6,WD,128.095122034097,7361.65460105576,7233.55947902166
8,pm6,FN,-20.5720619724377,6692.29077895713,6712.86284092957
8,pm5,US,7.06979900544813,4078.9700998119,4071.90030080645
8,pm5,UD,-1.14814091343395,4078.9700998119,4080.11824072533
8,pm5,RS,13.1779133649306,4080.00885237645,4066.83093901152
8,pm5,RD,3.71839216256889,4080.00885237645,4076.29046021388
8,pm5,WD,22.6903577364265,3965.37903284564,3942.68867510922
8,pm5,FN,1.03875256455528,4080.00885237645,4078.9700998119
8,pm4,US,28.3562492673546,8628.43260164655,8600.07635237919
8,pm4,UD,49.1612078289188,8628.43260164655,8579.27139381763
8,pm4,RS,38.0794464704357,8615.58410803088,8577.50466156044
8,pm4,RD,54.0373959599533,8615.58410803088,8561.54671207092
8,pm4,WD,102.813853083305,8408.93670471032,8306.12285162701
8,pm4,FN,-12.8484936156725,8615.58410803088,8628.43260164655
8,pm3,US,37.05825597487,7178.43090455818,7141.37264858331
8,pm3,UD,38.6742021432181,7178.43090455818,7139.75670241496
8,pm3,RS,46.3088186969243,7183.92782624365,7137.61900754673
8,pm3,RD,45.3217727695472,7183.92782624365,7138.6060534741
